order_id,customer_id,order_date,status,region_code
85,503,2026-07-07 12:41:05,SHIPPED,NORTH
86,456,2026-01-12 07:34:56,DELIVERED,EAST
87,556,2025-11-26 08:07:29,DELIVERED,SOUTH
88,179,2026-01-31 18:53:14,RETURNED,SOUTH
89,206,2025-10-18 14:28:39,SHIPPED,WEST
90,,2026-03-19 15:42:47,DELIVERED,WEST
91,133,2025-09-29 16:05:39,PLACED,NORTH
92,491,2026-03-21 09:29:52,CANCELLED,CENTRAL
93,325,2026-05-03 03:52:59,CANCELLED,WEST
94,353,06-11-2025,RETURNED,CENTRAL
95,133,2026-06-21 22:35:44,PLACED,NORTH
96,312,2025-09-17 12:38:31,DELIVERED,SOUTH
97,532,2026-05-16 16:16:32,PLACED,EAST
98,282,22-11-2025,DELIVERED,CENTRAL
99,515,2026-06-18 00:25:41,RETURNED,CENTRAL
100,346,2025-11-09 07:39:07,RETURNED,NORTH
101,30,13-03-2026,RETURNED,EAST
102,427,2026-01-24 14:21:33,PLACED,WEST
103,559,2026-07-08 07:09:52,DELIVERED,WEST
104,416,2026-01-04 15:52:44,PLACED,NORTH
105,426,2025-10-24 21:13:48,SHIPPED,EAST
106,321,2025-10-05 09:09:02,DELIVERED,EAST
107,134,2026-06-16 10:40:41,RETURNED,CENTRAL
108,248,2026-05-23 13:29:56,DELIVERED,WEST
109,100,06-10-2025,CANCELLED,CENTRAL
110,164,2026-02-09 10:20:49,RETURNED,EAST
111,164,2026-06-18 15:09:43,RETURNED,WEST
112,316,2025-08-13 12:35:36,PLACED,WEST
113,247,2025-10-17 07:53:15,DELIVERED,NORTH
114,507,2026-01-20 10:38:45,CANCELLED,EAST
115,111,2026-02-19 18:22:40,DELIVERED,EAST
116,375,30-09-2025,PLACED,CENTRAL
117,372,2026-07-22 15:40:20,PLACED,WEST
118,287,2026-07-05 14:40:35,RETURNED,CENTRAL
119,100,2026-04-11 15:53:28,DELIVERED,CENTRAL
120,148,2026-02-26 12:38:34,RETURNED,WEST
121,47,05-03-2026,DELIVERED,WEST
122,153,2026-05-16 13:53:51,RETURNED,SOUTH
123,327,2025-12-10 08:34:47,RETURNED,EAST
124,520,2026-06-10 17:37:19,RETURNED,WEST
125,307,2026-02-14 17:25:03,PLACED,EAST
126,113,2025-12-04 06:18:35,RETURNED,EAST
127,28,2025-11-15 05:02:10,DELIVERED,CENTRAL
128,53,2026-03-16 01:17:55,SHIPPED,CENTRAL
129,390,09-07-2026,SHIPPED,NORTH
130,113,2026-03-18 06:23:23,CANCELLED,EAST
131,423,2025-08-28 06:28:17,CANCELLED,CENTRAL
132,483,2026-01-11 11:09:48,PLACED,SOUTH
133,333,2025-09-17 04:18:02,CANCELLED,CENTRAL
134,178,2026-05-04 22:07:03,RETURNED,EAST
135,271,2025-10-12 04:14:43,SHIPPED,SOUTH
136,306,2025-09-02 01:22:05,DELIVERED,EAST
137,501,2025-11-01 10:05:22,DELIVERED,CENTRAL
138,281,2026-06-21 19:07:22,RETURNED,CENTRAL
139,405,2025-11-16 11:56:24,SHIPPED,EAST
140,,2026-02-10 19:27:28,PLACED,EAST
141,263,2026-07-01 13:34:18,SHIPPED,SOUTH
142,278,2026-04-11 08:31:47,DELIVERED,SOUTH
143,246,2025-09-16 03:23:14,RETURNED,SOUTH
144,54,31-01-2026,DELIVERED,WEST
145,141,25-05-2026,RETURNED,SOUTH
146,488,2025-12-17 17:00:49,SHIPPED,EAST
147,61,2025-11-18 15:00:44,PLACED,CENTRAL
148,39,2025-12-27 22:11:54,SHIPPED,WEST
149,181,2025-12-27 16:05:21,PLACED,WEST
150,191,2026-03-15 08:37:46,DELIVERED,NORTH
151,,2026-03-14 05:59:09,PLACED,EAST
152,557,2026-08-06 15:12:34,SHIPPED,CENTRAL
153,198,2026-06-20 07:41:01,DELIVERED,SOUTH
154,264,2025-11-17 19:51:53,PLACED,EAST
155,198,2025-12-21 09:24:30,CANCELLED,WEST
156,89,2025-08-17 10:40:02,PLACED,SOUTH
157,489,2026-01-16 15:40:42,SHIPPED,NORTH
158,242,2025-09-25 19:48:14,DELIVERED,EAST
159,12,2025-12-24 02:11:20,DELIVERED,SOUTH
160,122,2026-07-12 14:14:59,SHIPPED,WEST
161,319,2026-04-30 15:59:16,DELIVERED,EAST
162,225,2026-04-01 22:09:58,CANCELLED,SOUTH
163,383,2025-10-26 00:12:45,RETURNED,WEST
164,224,2026-03-21 18:27:19,RETURNED,NORTH
165,541,2026-03-21 09:30:50,PLACED,CENTRAL
166,518,2026-04-19 02:58:26,RETURNED,SOUTH
167,533,2026-04-18 20:07:39,SHIPPED,CENTRAL
168,523,2026-03-06 20:23:48,PLACED,WEST
169,426,2025-10-16 12:36:30,PLACED,CENTRAL
170,316,2026-06-08 18:47:47,CANCELLED,EAST
171,224,2025-11-28 06:32:03,PLACED,WEST
172,66,2025-12-25 15:38:41,PLACED,NORTH
173,484,13-12-2025,CANCELLED,SOUTH
174,431,2026-04-28 04:24:02,CANCELLED,WEST
175,387,2026-02-23 23:28:35,RETURNED,SOUTH
176,357,15-02-2026,RETURNED,WEST
177,229,2026-06-06 14:55:46,PLACED,EAST
178,558,2026-05-22 18:42:36,CANCELLED,SOUTH
179,355,2026-01-30 07:28:45,SHIPPED,NORTH
180,,2026-07-21 05:45:50,RETURNED,NORTH
181,69,09-09-2025,PLACED,WEST
182,50,2026-01-04 17:37:39,PLACED,WEST
183,553,2026-04-05 01:32:58,PLACED,SOUTH
184,297,2025-11-29 00:22:54,RETURNED,EAST
185,329,2026-02-05 20:16:16,SHIPPED,CENTRAL
186,308,2026-04-12 01:46:22,RETURNED,CENTRAL
187,180,2025-10-04 23:52:22,CANCELLED,CENTRAL
188,353,2026-07-12 22:32:11,CANCELLED,CENTRAL
189,427,2025-10-13 19:42:20,DELIVERED,WEST
190,551,2026-04-15 12:25:58,SHIPPED,EAST
191,148,2026-06-19 10:15:28,PLACED,CENTRAL
192,427,2026-08-05 08:39:26,SHIPPED,WEST
193,209,2025-12-18 18:28:32,PLACED,WEST
194,95,2026-01-20 13:24:11,SHIPPED,NORTH
195,41,2026-04-11 21:40:59,SHIPPED,CENTRAL
196,223,2026-04-04 12:55:57,DELIVERED,EAST
197,16,2026-03-19 17:50:13,SHIPPED,NORTH
198,491,2026-01-13 22:32:37,RETURNED,SOUTH
199,246,2026-07-05 10:07:02,DELIVERED,WEST
200,368,2026-07-28 00:19:20,DELIVERED,CENTRAL
201,478,06-09-2025,CANCELLED,EAST
202,380,2025-09-09 11:09:54,PLACED,CENTRAL
203,150,11-10-2025,RETURNED,CENTRAL
204,428,2025-12-21 04:36:37,SHIPPED,EAST
205,252,2025-11-06 08:56:02,DELIVERED,EAST
206,501,2025-12-09 11:39:11,CANCELLED,WEST
207,361,2025-12-10 19:18:28,RETURNED,WEST
208,556,2026-04-20 08:18:42,PLACED,CENTRAL
209,,2025-11-30 21:25:35,PLACED,NORTH
210,237,12-05-2026,SHIPPED,NORTH
211,467,2025-11-21 14:48:43,RETURNED,CENTRAL
212,500,01-04-2026,RETURNED,CENTRAL
213,18,2026-04-17 02:18:32,DELIVERED,CENTRAL
214,18,2026-01-10 07:41:57,CANCELLED,SOUTH
215,99,2025-11-23 02:00:14,SHIPPED,SOUTH
216,259,2026-07-20 11:40:33,DELIVERED,WEST
217,416,2026-01-29 12:32:31,SHIPPED,SOUTH
218,83,2026-06-09 00:59:39,PLACED,NORTH
219,387,2026-07-10 19:43:40,PLACED,NORTH
220,85,2026-08-09 07:45:27,CANCELLED,EAST
221,98,2025-12-28 18:43:48,PLACED,SOUTH
222,487,2026-05-27 04:40:47,PLACED,EAST
223,34,2026-03-25 16:16:38,DELIVERED,NORTH
224,148,2026-02-28 01:15:40,CANCELLED,NORTH
225,247,2026-01-31 14:46:59,CANCELLED,CENTRAL
226,144,2026-01-17 12:26:46,PLACED,CENTRAL
227,355,13-10-2025,CANCELLED,SOUTH
228,349,2025-10-20 03:43:55,RETURNED,CENTRAL
229,335,07-07-2026,DELIVERED,WEST
230,365,2025-08-18 17:06:23,CANCELLED,WEST
231,390,27-09-2025,RETURNED,EAST
232,76,19-05-2026,SHIPPED,WEST
233,158,2025-11-08 20:40:21,DELIVERED,EAST
234,6,2026-04-23 20:17:09,CANCELLED,EAST
235,105,15-11-2025,SHIPPED,WEST
236,525,2026-08-09 23:17:59,PLACED,NORTH
237,96,2026-05-25 15:12:33,DELIVERED,WEST
238,,2026-05-08 20:45:26,PLACED,CENTRAL
239,249,2026-05-27 21:52:10,SHIPPED,WEST
240,276,2025-09-09 20:02:45,CANCELLED,SOUTH
241,446,2025-10-30 12:27:25,DELIVERED,WEST
242,370,2025-10-13 13:30:24,SHIPPED,WEST
243,201,2026-01-10 22:31:18,SHIPPED,EAST
244,,2025-09-18 17:54:18,RETURNED,WEST
245,338,2025-09-15 20:24:49,CANCELLED,CENTRAL
246,329,2025-09-03 12:22:36,SHIPPED,WEST
247,408,2026-08-08 13:20:18,DELIVERED,WEST
248,249,2026-07-16 23:46:55,DELIVERED,WEST
249,205,2026-02-09 12:11:59,RETURNED,SOUTH
250,28,2026-03-10 17:33:41,CANCELLED,SOUTH
251,299,2025-08-30 15:28:41,PLACED,WEST
252,143,2025-08-19 23:31:38,SHIPPED,EAST
253,434,2026-06-05 03:24:41,PLACED,WEST
254,491,2026-01-10 22:12:48,RETURNED,CENTRAL
255,429,2026-03-01 05:39:43,DELIVERED,CENTRAL
256,88,02-06-2026,SHIPPED,EAST
257,46,2025-09-11 01:44:45,CANCELLED,EAST
258,441,19-09-2025,PLACED,EAST
259,532,2025-11-19 16:01:15,RETURNED,SOUTH
260,401,2026-04-06 18:55:06,RETURNED,CENTRAL
261,26,2025-10-09 01:03:02,DELIVERED,WEST
262,88,11-09-2025,SHIPPED,EAST
263,467,2026-04-21 01:16:17,RETURNED,WEST
264,100,2026-08-06 12:49:58,CANCELLED,EAST
265,46,2026-07-19 14:58:46,PLACED,NORTH
266,112,2026-01-08 03:25:07,SHIPPED,SOUTH
267,164,2025-12-07 21:19:55,CANCELLED,WEST
268,415,2025-11-06 19:32:27,SHIPPED,WEST
269,203,2025-11-13 19:41:28,CANCELLED,WEST
270,,2026-05-23 04:39:20,DELIVERED,NORTH
271,550,2025-11-28 02:29:39,DELIVERED,SOUTH
272,269,2026-01-28 20:20:35,CANCELLED,CENTRAL
273,321,2026-04-10 01:00:42,RETURNED,WEST
274,357,2025-09-27 20:01:52,CANCELLED,CENTRAL
275,305,2025-09-29 17:22:47,RETURNED,NORTH
276,321,02-03-2026,DELIVERED,NORTH
277,145,2026-07-01 09:20:26,CANCELLED,CENTRAL
278,393,2025-10-14 23:58:13,CANCELLED,CENTRAL
279,178,2025-08-20 20:05:32,CANCELLED,EAST
280,323,2025-08-23 09:27:24,RETURNED,NORTH
281,10,2026-04-24 10:30:53,SHIPPED,WEST
282,518,2025-12-26 07:47:24,CANCELLED,WEST
283,455,2026-07-09 21:00:25,PLACED,CENTRAL
284,,2026-07-31 04:44:44,DELIVERED,NORTH
285,551,2025-12-14 00:53:04,CANCELLED,CENTRAL
286,508,2026-07-11 09:05:59,PLACED,CENTRAL
287,557,2026-02-10 15:52:20,DELIVERED,CENTRAL
288,43,2026-02-07 04:20:50,CANCELLED,CENTRAL
289,436,13-07-2026,SHIPPED,EAST
290,34,2026-03-07 16:23:53,DELIVERED,NORTH
291,121,2026-08-07 19:17:33,SHIPPED,SOUTH
292,360,2025-11-23 12:52:30,RETURNED,WEST
293,143,2026-03-10 18:36:04,SHIPPED,NORTH
294,546,2026-01-29 12:02:38,RETURNED,SOUTH
295,300,2025-10-01 05:09:02,DELIVERED,CENTRAL
296,98,07-05-2026,CANCELLED,NORTH
297,130,2026-03-07 04:18:47,SHIPPED,SOUTH
298,330,2025-10-17 11:53:22,CANCELLED,WEST
299,276,2026-03-27 04:43:55,CANCELLED,WEST
300,96,2026-03-29 19:40:37,DELIVERED,EAST
301,500,2026-02-03 01:04:54,PLACED,NORTH
302,470,2026-04-11 19:34:40,DELIVERED,NORTH
303,408,2026-05-27 14:09:02,CANCELLED,SOUTH
304,331,2026-04-13 16:21:02,DELIVERED,CENTRAL
305,497,2026-07-16 10:45:31,PLACED,NORTH
306,471,16-03-2026,SHIPPED,WEST
307,439,2026-01-25 16:04:17,SHIPPED,EAST
308,281,01-03-2026,DELIVERED,EAST
309,170,15-04-2026,DELIVERED,SOUTH
310,94,2026-04-15 02:37:26,PLACED,SOUTH
311,136,2026-03-05 01:01:02,RETURNED,WEST
312,,2025-12-08 00:02:28,PLACED,WEST
313,490,28-07-2026,CANCELLED,NORTH
314,105,22-12-2025,DELIVERED,EAST
315,137,2026-02-12 19:06:27,SHIPPED,NORTH
316,9,2026-03-07 07:51:36,SHIPPED,WEST
317,219,2025-11-05 22:46:44,SHIPPED,WEST
318,454,2026-06-18 06:12:31,PLACED,NORTH
319,127,2025-09-13 12:29:33,CANCELLED,EAST
320,323,2026-01-28 08:13:30,SHIPPED,EAST
321,255,2025-12-07 07:19:41,RETURNED,CENTRAL
322,28,2025-12-29 19:08:10,DELIVERED,SOUTH
323,522,2026-01-16 19:48:23,CANCELLED,EAST
324,246,2025-11-18 15:21:56,PLACED,SOUTH
325,73,2025-10-09 05:10:52,PLACED,EAST
326,136,2025-12-05 15:17:35,RETURNED,WEST
327,177,2025-08-13 20:10:33,PLACED,NORTH
328,15,2025-08-09 18:38:57,PLACED,NORTH
329,408,2026-02-28 23:26:58,RETURNED,WEST
330,412,22-06-2026,RETURNED,CENTRAL
331,285,31-05-2026,PLACED,CENTRAL
332,160,2026-07-05 01:13:21,CANCELLED,CENTRAL
333,68,2025-10-01 16:12:03,CANCELLED,SOUTH
334,89,2025-12-21 07:01:42,PLACED,WEST
335,57,2025-11-29 02:36:23,SHIPPED,NORTH
336,,07-02-2026,PLACED,SOUTH
337,356,2026-03-05 13:16:18,DELIVERED,SOUTH
338,276,2025-08-12 23:18:34,PLACED,NORTH
339,440,2026-05-03 20:16:09,PLACED,EAST
340,79,2026-08-02 20:16:31,RETURNED,EAST
341,171,2026-02-16 18:55:26,DELIVERED,NORTH
342,119,2026-05-30 03:18:16,RETURNED,NORTH
343,,2026-02-11 00:22:33,SHIPPED,NORTH
344,393,2025-12-04 02:21:39,SHIPPED,NORTH
345,430,2025-08-13 06:54:38,SHIPPED,WEST
346,328,2026-06-03 04:12:25,PLACED,CENTRAL
347,515,2026-01-23 21:44:11,PLACED,SOUTH
348,529,2026-06-15 15:21:33,CANCELLED,NORTH
349,290,2025-12-01 12:01:30,DELIVERED,EAST
350,468,29-03-2026,SHIPPED,EAST
351,312,2025-11-07 12:52:20,SHIPPED,WEST
352,506,2026-06-15 04:11:56,SHIPPED,CENTRAL
353,252,2025-08-12 13:03:54,CANCELLED,NORTH
354,355,2026-03-10 15:29:47,PLACED,EAST
355,,2026-01-01 20:24:07,DELIVERED,NORTH
356,244,2025-10-21 23:23:51,PLACED,SOUTH
357,96,16-01-2026,SHIPPED,CENTRAL
358,382,2026-07-18 08:08:06,PLACED,CENTRAL
359,137,2026-03-15 10:32:02,CANCELLED,NORTH
360,64,2026-01-26 11:54:54,SHIPPED,SOUTH
361,323,2026-01-10 01:08:40,CANCELLED,EAST
362,279,2025-11-14 18:59:21,SHIPPED,SOUTH
363,112,2025-10-12 03:34:14,SHIPPED,WEST
364,417,14-05-2026,DELIVERED,SOUTH
365,475,2026-05-23 00:13:29,PLACED,NORTH
366,312,2026-04-17 14:51:33,RETURNED,NORTH
367,336,08-01-2026,SHIPPED,EAST
368,51,2026-06-27 11:17:11,DELIVERED,SOUTH
369,,2026-01-03 16:20:28,CANCELLED,CENTRAL
370,256,03-11-2025,PLACED,SOUTH
371,64,2025-11-19 20:56:32,SHIPPED,SOUTH
372,411,2025-09-09 12:04:36,PLACED,CENTRAL
373,77,20-01-2026,PLACED,SOUTH
374,455,2026-04-09 14:13:17,PLACED,EAST
375,473,10-11-2025,RETURNED,WEST
376,405,2026-02-26 08:56:36,CANCELLED,WEST
377,220,2026-06-02 15:48:07,DELIVERED,EAST
378,153,16-06-2026,RETURNED,CENTRAL
379,303,2026-07-29 03:10:42,RETURNED,WEST
380,287,2026-04-04 21:22:40,CANCELLED,SOUTH
381,539,2026-06-19 08:55:57,RETURNED,NORTH
382,368,2026-05-06 05:38:03,CANCELLED,EAST
383,515,2026-05-02 15:05:55,DELIVERED,SOUTH
384,,2025-11-23 07:45:18,PLACED,EAST
385,484,2025-11-28 07:10:09,RETURNED,SOUTH
386,103,2026-04-18 13:50:46,SHIPPED,EAST
387,58,2026-05-25 06:22:08,SHIPPED,CENTRAL
388,398,2026-03-04 07:52:06,SHIPPED,SOUTH
389,326,2026-06-19 20:25:53,DELIVERED,CENTRAL
390,,2025-11-22 03:23:29,RETURNED,CENTRAL
391,193,2026-01-17 02:19:54,CANCELLED,CENTRAL
392,503,21-10-2025,PLACED,SOUTH
393,21,2026-07-07 04:49:03,PLACED,EAST
394,207,2025-09-05 07:55:08,DELIVERED,SOUTH
395,332,19-10-2025,SHIPPED,CENTRAL
396,146,2025-10-01 19:13:00,RETURNED,EAST
397,383,2025-11-30 05:00:44,CANCELLED,CENTRAL
398,310,2025-09-21 14:23:03,SHIPPED,WEST
399,499,2026-04-14 02:03:32,SHIPPED,CENTRAL
400,366,2026-02-02 13:53:35,RETURNED,SOUTH
401,302,06-04-2026,PLACED,CENTRAL
402,34,2026-02-01 13:53:06,DELIVERED,CENTRAL
403,107,2025-11-23 10:15:45,SHIPPED,EAST
404,244,2026-05-08 18:39:59,DELIVERED,SOUTH
405,91,2026-04-08 14:16:28,DELIVERED,WEST
406,,2026-02-16 19:31:25,PLACED,EAST
407,111,2025-10-21 16:06:47,PLACED,WEST
408,430,2025-12-12 06:24:17,CANCELLED,WEST
409,360,2025-08-17 06:34:00,PLACED,WEST
410,231,2025-10-07 19:55:22,PLACED,NORTH
411,327,2025-08-29 00:23:34,PLACED,NORTH
412,385,2026-03-05 12:04:38,PLACED,CENTRAL
413,96,2025-08-18 08:03:48,RETURNED,WEST
414,442,2025-10-20 22:51:09,SHIPPED,CENTRAL
415,161,18-09-2025,DELIVERED,SOUTH
416,420,2025-11-27 07:17:12,RETURNED,EAST
417,305,2025-11-22 06:52:08,PLACED,WEST
418,503,2025-09-27 07:14:18,DELIVERED,NORTH
419,302,2026-05-14 11:53:52,RETURNED,WEST
420,27,2026-01-27 00:07:40,DELIVERED,NORTH
421,119,2026-05-19 02:55:03,CANCELLED,WEST
422,272,12-08-2025,RETURNED,WEST
423,391,2025-11-08 03:44:23,CANCELLED,NORTH
424,477,2025-09-13 18:29:07,DELIVERED,CENTRAL
425,100,07-10-2025,DELIVERED,CENTRAL
426,233,2025-08-15 11:02:02,CANCELLED,CENTRAL
427,549,2026-02-17 10:17:00,CANCELLED,CENTRAL
428,488,2025-11-02 02:07:41,CANCELLED,NORTH
429,530,2025-12-20 12:38:50,RETURNED,SOUTH
430,460,2026-01-19 22:44:15,SHIPPED,SOUTH
431,130,08-12-2025,PLACED,WEST
432,152,2026-06-10 21:16:46,DELIVERED,EAST
433,69,16-06-2026,RETURNED,WEST
434,283,2026-02-19 07:10:25,PLACED,CENTRAL
435,430,31-12-2025,SHIPPED,SOUTH
436,103,2026-02-05 19:38:27,RETURNED,NORTH
437,549,2026-05-07 09:41:30,CANCELLED,EAST
438,498,2026-06-13 02:24:05,CANCELLED,NORTH
439,413,22-08-2025,RETURNED,WEST
440,,2025-12-15 23:55:44,DELIVERED,SOUTH
441,,2025-09-09 21:31:19,DELIVERED,EAST
442,,2026-07-03 08:12:35,DELIVERED,EAST
443,504,2026-05-28 05:36:14,PLACED,SOUTH
444,454,2025-10-05 11:25:33,DELIVERED,EAST
445,92,2025-08-31 12:06:13,SHIPPED,WEST
446,529,2025-11-21 05:46:55,PLACED,CENTRAL
447,68,2026-06-06 23:23:51,RETURNED,WEST
448,537,2026-01-09 03:25:28,PLACED,SOUTH
449,206,2025-09-06 11:08:31,SHIPPED,NORTH
450,370,2026-03-08 16:42:16,DELIVERED,EAST
451,518,2026-02-08 07:52:27,PLACED,NORTH
452,501,2025-10-19 06:27:29,SHIPPED,WEST
453,359,2025-10-23 09:09:02,DELIVERED,NORTH
454,396,23-07-2026,RETURNED,SOUTH
455,231,2026-07-02 13:30:11,DELIVERED,WEST
456,10,2025-11-14 20:41:53,SHIPPED,SOUTH
457,9,2026-06-23 03:07:02,RETURNED,EAST
458,282,2026-01-04 22:20:52,CANCELLED,EAST
459,224,2026-06-27 09:39:26,RETURNED,CENTRAL
460,105,14-08-2025,DELIVERED,CENTRAL
461,290,2025-09-26 02:33:09,PLACED,WEST
462,284,2026-06-04 01:25:30,DELIVERED,EAST
463,306,2026-05-14 07:06:45,RETURNED,SOUTH
464,414,2025-11-14 10:17:09,SHIPPED,NORTH
465,303,2026-01-06 04:21:53,CANCELLED,WEST
466,37,2026-06-05 06:07:46,RETURNED,SOUTH
467,228,2026-01-28 18:29:01,CANCELLED,EAST
468,175,2025-11-13 17:30:25,RETURNED,SOUTH
469,483,23-05-2026,DELIVERED,CENTRAL
470,188,2025-08-22 18:07:37,DELIVERED,NORTH
471,229,2025-10-26 02:16:46,DELIVERED,WEST
472,340,2026-02-04 17:04:43,RETURNED,EAST
473,121,2026-05-22 07:29:37,RETURNED,CENTRAL
474,73,2026-06-05 03:59:30,SHIPPED,CENTRAL
475,391,2025-09-15 05:33:43,CANCELLED,NORTH
476,155,28-02-2026,SHIPPED,EAST
477,469,25-04-2026,SHIPPED,NORTH
478,182,2025-10-29 16:39:24,PLACED,NORTH
479,215,2026-02-09 08:50:31,SHIPPED,CENTRAL
480,502,2026-01-07 20:40:38,PLACED,SOUTH
481,440,2026-05-01 09:17:28,CANCELLED,WEST
482,,2025-12-08 22:51:31,DELIVERED,NORTH
483,544,2026-08-08 07:56:49,PLACED,SOUTH
484,353,2025-12-13 04:57:20,PLACED,WEST
485,314,2025-10-10 08:09:15,PLACED,EAST
486,467,2026-04-11 02:01:28,RETURNED,CENTRAL
487,138,2026-05-19 13:27:00,CANCELLED,EAST
488,169,2025-08-26 02:59:23,CANCELLED,NORTH
489,135,2026-05-25 23:07:29,PLACED,CENTRAL
490,127,2026-08-08 19:11:05,PLACED,WEST
491,262,2026-03-11 04:14:41,RETURNED,NORTH
492,50,2026-02-28 01:10:23,PLACED,NORTH
493,427,2025-09-26 04:13:48,PLACED,CENTRAL
494,157,2025-11-16 02:50:04,PLACED,EAST
495,104,2026-02-12 15:10:24,DELIVERED,CENTRAL
496,141,2026-04-14 17:13:35,PLACED,CENTRAL
497,121,2025-12-03 18:55:42,PLACED,WEST
498,205,2025-10-25 22:01:37,RETURNED,SOUTH
499,420,2025-12-27 17:12:30,PLACED,CENTRAL
500,213,2026-07-20 10:04:14,CANCELLED,EAST
501,14,2025-08-29 23:16:45,PLACED,CENTRAL
502,153,2026-07-11 03:39:41,RETURNED,NORTH
503,104,2026-04-25 15:50:03,SHIPPED,WEST
504,304,2025-11-02 07:43:19,PLACED,NORTH
