product_id,title,product_description,rating,ratings_count,initial_price,discount,final_price,currency,images,delivery_options,product_details,breadcrumbs,product_specifications,amount_of_stars,what_customers_said,seller_name,sizes,videos,seller_information,variations,best_offer,more_offers,category
1000013,Ray-Ban Aviator,"Ray-Ban Aviator - durable, stylish, great for daily use.",4.5,1990.0,1520.15,30.0,"""₹1,064.11""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,4.5,Good quality,,"S,M,L,XL",,,,Buy 1 Get 1,Bank discount available,sunglasses
1000014,Roadster Bomber Jacket,,4.3,2779.0,2961.04,,"""₹2,961.04""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,4.3,Good quality,Tommy Hilfiger,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000015,Puma Running Shoes,,3.7,4508.0,5283.57,,"""₹5,283.57""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,3.7,,Tommy Hilfiger,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,sneakers
1000016,Soft Touch Bath Robe,"Soft Touch Bath Robe - durable, stylish, great for daily use.",3.6,3198.0,5227.51,0.0,"""₹5,227.51""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,3.6,Loved it,MYTRIDENT,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,bath-robe
1000017,Roadster Bomber Jacket,,3.9,499.0,1539.9,,"""₹1,539.90""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,3.9,Loved it,Roadster,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000018,Ray-Ban Aviator,"Ray-Ban Aviator - durable, stylish, great for daily use.",3.2,4666.0,3690.7,0.0,"""₹3,690.70""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,3.2,,F Gear,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sunglasses
1000019,Roadster Bomber Jacket,,3.6,2457.0,4116.44,10.0,"""₹3,704.80""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,3.6,,,"S,M,L,XL",,,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,jackets
1000020,Ray-Ban Aviator,,3.6,2001.0,3182.54,10.0,"""₹2,864.29""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,3.6,Loved it,Roadster,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,sunglasses
1000021,Roadster Bomber Jacket,,3.3,4532.0,5650.9,,"""₹5,650.90""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,3.3,Good quality,Lavie,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000022,Roadster Bomber Jacket,,3.8,2266.0,5459.42,,"""₹5,459.42""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,3.8,Good quality,Lino Perros,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000023,Roadster Bomber Jacket,"Roadster Bomber Jacket - durable, stylish, great for daily use.",4.3,1221.0,3496.17,,"""₹3,496.17""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,4.3,Good quality,Lino Perros,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000024,Lavie Tote Backpack,"Lavie Tote Backpack - durable, stylish, great for daily use.",3.1,2897.0,5422.87,0.0,"""₹5,422.87""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,3.1,Good quality,Puma,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,backpacks
1000025,Woodland Leather Wallet,,3.0,2032.0,1321.36,20.0,"""₹1,057.09""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,3.0,,MYTRIDENT,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,wallets
1000026,Hidesign Bifold Wallet,,4.4,1582.0,2292.05,0.0,"""₹2,292.05""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,4.4,,Puma,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,wallets
1000027,Roadster Bomber Jacket,"Roadster Bomber Jacket - durable, stylish, great for daily use.",4.7,2139.0,2186.55,,"""₹2,186.55""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,4.7,Value for money,Lavie,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000028,Fastrack Wayfarer,,4.0,4723.0,2786.45,,"""₹2,786.45""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,4.0,Loved it,F Gear,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,sunglasses
1000029,Titan Chronograph,"Titan Chronograph - durable, stylish, great for daily use.",4.0,2460.0,3850.99,,"""₹3,850.99""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,4.0,Value for money,MYTRIDENT,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,watches
1000030,Ray-Ban Aviator,,4.2,3326.0,4159.71,30.0,"""₹2,911.80""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,4.2,Good quality,Lino Perros,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sunglasses
1000031,Roadster Casual Sneakers,,3.6,2324.0,3212.69,0.0,"""₹3,212.69""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,3.6,Good quality,Roadster,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,sneakers
1000032,Woodland Leather Wallet,"Woodland Leather Wallet - durable, stylish, great for daily use.",3.1,4715.0,1694.6,,"""₹1,694.60""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,3.1,Loved it,F Gear,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,wallets
1000033,MYTRIDENT Cotton Robe,"MYTRIDENT Cotton Robe - durable, stylish, great for daily use.",3.0,1792.0,5387.16,,"""₹5,387.16""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,3.0,Loved it,Lavie,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,bath-robe
1000034,Woodland Leather Wallet,"Woodland Leather Wallet - durable, stylish, great for daily use.",4.4,3625.0,4104.19,30.0,"""₹2,872.93""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,4.4,Loved it,Puma,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,wallets
1000035,Roadster Casual Sneakers,,3.8,634.0,4664.14,0.0,"""₹4,664.14""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,3.8,Value for money,MYTRIDENT,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,sneakers
1000036,MYTRIDENT Cotton Robe,"MYTRIDENT Cotton Robe - durable, stylish, great for daily use.",3.4,4445.0,4325.59,,"""₹4,325.59""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,3.4,Good quality,,"S,M,L,XL",video1.mp4,,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,bath-robe
1000037,Woodland Leather Wallet,"Woodland Leather Wallet - durable, stylish, great for daily use.",4.8,3194.0,2467.17,,"""₹2,467.17""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,4.8,Good quality,Puma,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,wallets
1000038,Titan Chronograph,"Titan Chronograph - durable, stylish, great for daily use.",4.2,3828.0,2214.94,20.0,"""₹1,771.95""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,4.2,,Lavie,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000039,F Gear Trekking Bag,"F Gear Trekking Bag - durable, stylish, great for daily use.",4.4,2677.0,1334.86,10.0,"""₹1,201.37""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,4.4,Loved it,Roadster,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,backpacks
1000040,Fastrack Analog Watch,"Fastrack Analog Watch - durable, stylish, great for daily use.",4.7,329.0,595.89,0.0,"""₹595.89""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,4.7,Good quality,Lino Perros,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000041,MYTRIDENT Cotton Robe,"MYTRIDENT Cotton Robe - durable, stylish, great for daily use.",3.3,1374.0,3513.63,10.0,"""₹3,162.27""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,3.3,Good quality,Tommy Hilfiger,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,bath-robe
1000042,Ray-Ban Aviator,"Ray-Ban Aviator - durable, stylish, great for daily use.",4.8,1624.0,4159.88,20.0,"""₹3,327.90""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,4.8,Good quality,Tommy Hilfiger,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sunglasses
1000043,Woodland Leather Wallet,,4.8,564.0,4760.02,20.0,"""₹3,808.02""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,4.8,Loved it,Roadster,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,wallets
1000044,Roadster Casual Sneakers,"Roadster Casual Sneakers - durable, stylish, great for daily use.",4.4,2212.0,4330.66,30.0,"""₹3,031.46""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,4.4,Value for money,,"S,M,L,XL",video1.mp4,,,Buy 1 Get 1,Bank discount available,sneakers
1000045,Woodland Leather Wallet,"Woodland Leather Wallet - durable, stylish, great for daily use.",4.4,2755.0,1689.02,30.0,"""₹1,182.31""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,4.4,Value for money,Lino Perros,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,wallets
1000046,Soft Touch Bath Robe,,4.0,4232.0,1893.05,10.0,"""₹1,703.74""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,4.0,Loved it,F Gear,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,bath-robe
1000047,Roadster Bomber Jacket,,4.5,3312.0,2853.59,,"""₹2,853.59""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,4.5,Value for money,F Gear,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,jackets
1000048,Roadster Casual Sneakers,"Roadster Casual Sneakers - durable, stylish, great for daily use.",4.4,2584.0,1843.22,,"""₹1,843.22""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,4.4,Good quality,Tommy Hilfiger,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,sneakers
1000049,Roadster Bomber Jacket,,4.8,1590.0,5865.66,10.0,"""₹5,279.09""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,4.8,Good quality,MYTRIDENT,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000050,Levis Denim Jacket,"Levis Denim Jacket - durable, stylish, great for daily use.",3.1,4021.0,3453.15,0.0,"""₹3,453.15""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,3.1,Value for money,Tommy Hilfiger,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,jackets
1000051,Roadster Casual Sneakers,,3.1,3282.0,1738.13,,"""₹1,738.13""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,3.1,,,"S,M,L,XL",,,,Buy 1 Get 1,Bank discount available,sneakers
1000052,Hidesign Bifold Wallet,"Hidesign Bifold Wallet - durable, stylish, great for daily use.",3.7,1848.0,974.17,30.0,"""₹681.92""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,3.7,Loved it,Puma,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,wallets
1000053,Fastrack Analog Watch,,3.3,665.0,5700.26,0.0,"""₹5,700.26""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,3.3,,Lavie,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000054,Roadster Casual Sneakers,"Roadster Casual Sneakers - durable, stylish, great for daily use.",4.5,3719.0,1959.18,10.0,"""₹1,763.26""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,4.5,Value for money,Tommy Hilfiger,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sneakers
1000055,Tommy Hilfiger Backpack,"Tommy Hilfiger Backpack - durable, stylish, great for daily use.",3.8,2519.0,5010.8,,"""₹5,010.80""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,3.8,Loved it,MYTRIDENT,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,backpacks
1000056,Titan Chronograph,,4.9,211.0,526.21,10.0,"""₹473.59""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,4.9,,Tommy Hilfiger,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000057,Woodland Leather Wallet,"Woodland Leather Wallet - durable, stylish, great for daily use.",4.4,4028.0,5520.61,30.0,"""₹3,864.43""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,4.4,Loved it,Tommy Hilfiger,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,wallets
1000058,Levis Denim Jacket,"Levis Denim Jacket - durable, stylish, great for daily use.",4.0,4506.0,2645.38,20.0,"""₹2,116.30""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,4.0,Value for money,Lino Perros,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,jackets
1000059,F Gear Trekking Bag,"F Gear Trekking Bag - durable, stylish, great for daily use.",3.0,4247.0,4047.66,20.0,"""₹3,238.13""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,3.0,Loved it,Roadster,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,backpacks
1000060,Soft Touch Bath Robe,"Soft Touch Bath Robe - durable, stylish, great for daily use.",3.9,,2796.26,,"""₹2,796.26""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,3.9,Value for money,F Gear,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,bath-robe
1000061,Tommy Hilfiger Backpack,"Tommy Hilfiger Backpack - durable, stylish, great for daily use.",3.3,4082.0,2929.25,,"""₹2,929.25""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,3.3,Value for money,MYTRIDENT,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,backpacks
1000062,Puma Running Shoes,,3.4,1118.0,2485.44,30.0,"""₹1,739.81""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,3.4,Loved it,Tommy Hilfiger,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sneakers
1000063,Woodland Leather Wallet,,3.9,3658.0,5072.61,20.0,"""₹4,058.09""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,3.9,Loved it,,"S,M,L,XL",video1.mp4,,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,wallets
1000064,Woodland Leather Wallet,"Woodland Leather Wallet - durable, stylish, great for daily use.",3.7,,3558.25,20.0,"""₹2,846.60""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,3.7,Loved it,,"S,M,L,XL",video1.mp4,,,Buy 1 Get 1,Bank discount available,wallets
1000065,Puma Running Shoes,,4.8,816.0,2191.37,,"""₹2,191.37""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,4.8,Good quality,,"S,M,L,XL",video1.mp4,,,Buy 1 Get 1,Bank discount available,sneakers
1000066,F Gear Trekking Bag,"F Gear Trekking Bag - durable, stylish, great for daily use.",3.8,4371.0,2228.8,,"""₹2,228.80""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,3.8,Loved it,Puma,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,backpacks
1000067,Soft Touch Bath Robe,,3.2,823.0,2772.64,,"""₹2,772.64""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,3.2,Value for money,,"S,M,L,XL",,,,Buy 1 Get 1,Bank discount available,bath-robe
1000068,Fastrack Analog Watch,,4.1,1475.0,2753.91,20.0,"""₹2,203.13""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,4.1,Loved it,Lavie,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,watches
1000069,Ray-Ban Aviator,,3.8,4477.0,2918.55,20.0,"""₹2,334.84""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,3.8,Value for money,Lavie,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sunglasses
1000070,Roadster Bomber Jacket,"Roadster Bomber Jacket - durable, stylish, great for daily use.",3.9,3124.0,1434.54,20.0,"""₹1,147.63""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,3.9,Value for money,Roadster,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,jackets
1000071,Fastrack Analog Watch,,3.1,1885.0,5489.52,10.0,"""₹4,940.57""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,3.1,Good quality,Roadster,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000072,Levis Denim Jacket,"Levis Denim Jacket - durable, stylish, great for daily use.",3.1,1076.0,2059.92,30.0,"""₹1,441.94""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,3.1,Value for money,Tommy Hilfiger,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000073,MYTRIDENT Cotton Robe,"MYTRIDENT Cotton Robe - durable, stylish, great for daily use.",4.1,3947.0,3324.86,0.0,"""₹3,324.86""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,4.1,Value for money,MYTRIDENT,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,bath-robe
1000074,Tommy Hilfiger Backpack,,3.7,4565.0,5201.8,20.0,"""₹4,161.44""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,3.7,Loved it,Roadster,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,backpacks
1000075,Ray-Ban Aviator,,3.8,1915.0,3630.99,10.0,"""₹3,267.89""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,3.8,Value for money,,"S,M,L,XL",,,,Buy 1 Get 1,Bank discount available,sunglasses
1000076,Roadster Bomber Jacket,,3.9,,3999.66,,"""₹3,999.66""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,3.9,Loved it,Lino Perros,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000077,MYTRIDENT Cotton Robe,"MYTRIDENT Cotton Robe - durable, stylish, great for daily use.",4.1,1265.0,4120.77,30.0,"""₹2,884.54""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,4.1,Loved it,Puma,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,bath-robe
1000078,Lavie Tote Backpack,,4.4,3009.0,5717.16,,"""₹5,717.16""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,4.4,Value for money,Roadster,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,backpacks
1000079,Hidesign Bifold Wallet,"Hidesign Bifold Wallet - durable, stylish, great for daily use.",3.6,2732.0,3956.72,,"""₹3,956.72""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,3.6,Good quality,F Gear,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,wallets
1000080,Ray-Ban Aviator,"Ray-Ban Aviator - durable, stylish, great for daily use.",3.7,,2171.79,30.0,"""₹1,520.25""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,3.7,Value for money,Lavie,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,sunglasses
1000081,Levis Denim Jacket,,4.1,,4801.91,10.0,"""₹4,321.72""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,4.1,Loved it,MYTRIDENT,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000082,Roadster Casual Sneakers,"Roadster Casual Sneakers - durable, stylish, great for daily use.",4.6,355.0,3682.9,0.0,"""₹3,682.90""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,4.6,,MYTRIDENT,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sneakers
