order_id,customer_id,order_date,status,region_code,customer_id_missing
225,247,2026-01-31 14:46:59,CANCELLED,CENTRAL,False
226,144,2026-01-17 12:26:46,PLACED,CENTRAL,False
227,355,2025-10-13 00:00:00,CANCELLED,SOUTH,False
228,349,2025-10-20 03:43:55,RETURNED,CENTRAL,False
229,335,2026-07-07 00:00:00,DELIVERED,WEST,False
230,365,2025-08-18 17:06:23,CANCELLED,WEST,False
231,390,2025-09-27 00:00:00,RETURNED,EAST,False
232,76,2026-05-19 00:00:00,SHIPPED,WEST,False
233,158,2025-11-08 20:40:21,DELIVERED,EAST,False
234,6,2026-04-23 20:17:09,CANCELLED,EAST,False
235,105,2025-11-15 00:00:00,SHIPPED,WEST,False
236,525,2026-08-09 23:17:59,PLACED,NORTH,False
237,96,2026-05-25 15:12:33,DELIVERED,WEST,False
238,UNKNOWN,2026-05-08 20:45:26,PLACED,CENTRAL,True
239,249,2026-05-27 21:52:10,SHIPPED,WEST,False
240,276,2025-09-09 20:02:45,CANCELLED,SOUTH,False
241,446,2025-10-30 12:27:25,DELIVERED,WEST,False
242,370,2025-10-13 13:30:24,SHIPPED,WEST,False
243,201,2026-01-10 22:31:18,SHIPPED,EAST,False
244,UNKNOWN,2025-09-18 17:54:18,RETURNED,WEST,True
245,338,2025-09-15 20:24:49,CANCELLED,CENTRAL,False
246,329,2025-09-03 12:22:36,SHIPPED,WEST,False
247,408,2026-08-08 13:20:18,DELIVERED,WEST,False
248,249,2026-07-16 23:46:55,DELIVERED,WEST,False
249,205,2026-02-09 12:11:59,RETURNED,SOUTH,False
250,28,2026-03-10 17:33:41,CANCELLED,SOUTH,False
251,299,2025-08-30 15:28:41,PLACED,WEST,False
252,143,2025-08-19 23:31:38,SHIPPED,EAST,False
253,434,2026-06-05 03:24:41,PLACED,WEST,False
254,491,2026-01-10 22:12:48,RETURNED,CENTRAL,False
255,429,2026-03-01 05:39:43,DELIVERED,CENTRAL,False
256,88,2026-06-02 00:00:00,SHIPPED,EAST,False
257,46,2025-09-11 01:44:45,CANCELLED,EAST,False
258,441,2025-09-19 00:00:00,PLACED,EAST,False
259,532,2025-11-19 16:01:15,RETURNED,SOUTH,False
260,401,2026-04-06 18:55:06,RETURNED,CENTRAL,False
261,26,2025-10-09 01:03:02,DELIVERED,WEST,False
262,88,2025-09-11 00:00:00,SHIPPED,EAST,False
263,467,2026-04-21 01:16:17,RETURNED,WEST,False
264,100,2026-08-06 12:49:58,CANCELLED,EAST,False
265,46,2026-07-19 14:58:46,PLACED,NORTH,False
266,112,2026-01-08 03:25:07,SHIPPED,SOUTH,False
267,164,2025-12-07 21:19:55,CANCELLED,WEST,False
268,415,2025-11-06 19:32:27,SHIPPED,WEST,False
269,203,2025-11-13 19:41:28,CANCELLED,WEST,False
270,UNKNOWN,2026-05-23 04:39:20,DELIVERED,NORTH,True
271,550,2025-11-28 02:29:39,DELIVERED,SOUTH,False
272,269,2026-01-28 20:20:35,CANCELLED,CENTRAL,False
273,321,2026-04-10 01:00:42,RETURNED,WEST,False
274,357,2025-09-27 20:01:52,CANCELLED,CENTRAL,False
275,305,2025-09-29 17:22:47,RETURNED,NORTH,False
276,321,2026-03-02 00:00:00,DELIVERED,NORTH,False
277,145,2026-07-01 09:20:26,CANCELLED,CENTRAL,False
278,393,2025-10-14 23:58:13,CANCELLED,CENTRAL,False
279,178,2025-08-20 20:05:32,CANCELLED,EAST,False
280,323,2025-08-23 09:27:24,RETURNED,NORTH,False
281,10,2026-04-24 10:30:53,SHIPPED,WEST,False
282,518,2025-12-26 07:47:24,CANCELLED,WEST,False
283,455,2026-07-09 21:00:25,PLACED,CENTRAL,False
284,UNKNOWN,2026-07-31 04:44:44,DELIVERED,NORTH,True
285,551,2025-12-14 00:53:04,CANCELLED,CENTRAL,False
286,508,2026-07-11 09:05:59,PLACED,CENTRAL,False
287,557,2026-02-10 15:52:20,DELIVERED,CENTRAL,False
288,43,2026-02-07 04:20:50,CANCELLED,CENTRAL,False
289,436,2026-07-13 00:00:00,SHIPPED,EAST,False
290,34,2026-03-07 16:23:53,DELIVERED,NORTH,False
291,121,2026-08-07 19:17:33,SHIPPED,SOUTH,False
292,360,2025-11-23 12:52:30,RETURNED,WEST,False
293,143,2026-03-10 18:36:04,SHIPPED,NORTH,False
294,546,2026-01-29 12:02:38,RETURNED,SOUTH,False
295,300,2025-10-01 05:09:02,DELIVERED,CENTRAL,False
296,98,2026-05-07 00:00:00,CANCELLED,NORTH,False
297,130,2026-03-07 04:18:47,SHIPPED,SOUTH,False
298,330,2025-10-17 11:53:22,CANCELLED,WEST,False
299,276,2026-03-27 04:43:55,CANCELLED,WEST,False
300,96,2026-03-29 19:40:37,DELIVERED,EAST,False
301,500,2026-02-03 01:04:54,PLACED,NORTH,False
302,470,2026-04-11 19:34:40,DELIVERED,NORTH,False
303,408,2026-05-27 14:09:02,CANCELLED,SOUTH,False
304,331,2026-04-13 16:21:02,DELIVERED,CENTRAL,False
305,497,2026-07-16 10:45:31,PLACED,NORTH,False
306,471,2026-03-16 00:00:00,SHIPPED,WEST,False
307,439,2026-01-25 16:04:17,SHIPPED,EAST,False
308,281,2026-03-01 00:00:00,DELIVERED,EAST,False
309,170,2026-04-15 00:00:00,DELIVERED,SOUTH,False
310,94,2026-04-15 02:37:26,PLACED,SOUTH,False
311,136,2026-03-05 01:01:02,RETURNED,WEST,False
312,UNKNOWN,2025-12-08 00:02:28,PLACED,WEST,True
313,490,2026-07-28 00:00:00,CANCELLED,NORTH,False
314,105,2025-12-22 00:00:00,DELIVERED,EAST,False
315,137,2026-02-12 19:06:27,SHIPPED,NORTH,False
316,9,2026-03-07 07:51:36,SHIPPED,WEST,False
317,219,2025-11-05 22:46:44,SHIPPED,WEST,False
318,454,2026-06-18 06:12:31,PLACED,NORTH,False
319,127,2025-09-13 12:29:33,CANCELLED,EAST,False
320,323,2026-01-28 08:13:30,SHIPPED,EAST,False
321,255,2025-12-07 07:19:41,RETURNED,CENTRAL,False
322,28,2025-12-29 19:08:10,DELIVERED,SOUTH,False
323,522,2026-01-16 19:48:23,CANCELLED,EAST,False
324,246,2025-11-18 15:21:56,PLACED,SOUTH,False
325,73,2025-10-09 05:10:52,PLACED,EAST,False
326,136,2025-12-05 15:17:35,RETURNED,WEST,False
327,177,2025-08-13 20:10:33,PLACED,NORTH,False
328,15,2025-08-09 18:38:57,PLACED,NORTH,False
329,408,2026-02-28 23:26:58,RETURNED,WEST,False
330,412,2026-06-22 00:00:00,RETURNED,CENTRAL,False
331,285,2026-05-31 00:00:00,PLACED,CENTRAL,False
332,160,2026-07-05 01:13:21,CANCELLED,CENTRAL,False
333,68,2025-10-01 16:12:03,CANCELLED,SOUTH,False
334,89,2025-12-21 07:01:42,PLACED,WEST,False
335,57,2025-11-29 02:36:23,SHIPPED,NORTH,False
336,UNKNOWN,2026-02-07 00:00:00,PLACED,SOUTH,True
337,356,2026-03-05 13:16:18,DELIVERED,SOUTH,False
338,276,2025-08-12 23:18:34,PLACED,NORTH,False
339,440,2026-05-03 20:16:09,PLACED,EAST,False
340,79,2026-08-02 20:16:31,RETURNED,EAST,False
341,171,2026-02-16 18:55:26,DELIVERED,NORTH,False
342,119,2026-05-30 03:18:16,RETURNED,NORTH,False
343,UNKNOWN,2026-02-11 00:22:33,SHIPPED,NORTH,True
344,393,2025-12-04 02:21:39,SHIPPED,NORTH,False
345,430,2025-08-13 06:54:38,SHIPPED,WEST,False
346,328,2026-06-03 04:12:25,PLACED,CENTRAL,False
347,515,2026-01-23 21:44:11,PLACED,SOUTH,False
348,529,2026-06-15 15:21:33,CANCELLED,NORTH,False
349,290,2025-12-01 12:01:30,DELIVERED,EAST,False
350,468,2026-03-29 00:00:00,SHIPPED,EAST,False
351,312,2025-11-07 12:52:20,SHIPPED,WEST,False
352,506,2026-06-15 04:11:56,SHIPPED,CENTRAL,False
353,252,2025-08-12 13:03:54,CANCELLED,NORTH,False
354,355,2026-03-10 15:29:47,PLACED,EAST,False
355,UNKNOWN,2026-01-01 20:24:07,DELIVERED,NORTH,True
356,244,2025-10-21 23:23:51,PLACED,SOUTH,False
357,96,2026-01-16 00:00:00,SHIPPED,CENTRAL,False
358,382,2026-07-18 08:08:06,PLACED,CENTRAL,False
359,137,2026-03-15 10:32:02,CANCELLED,NORTH,False
360,64,2026-01-26 11:54:54,SHIPPED,SOUTH,False
361,323,2026-01-10 01:08:40,CANCELLED,EAST,False
362,279,2025-11-14 18:59:21,SHIPPED,SOUTH,False
363,112,2025-10-12 03:34:14,SHIPPED,WEST,False
364,417,2026-05-14 00:00:00,DELIVERED,SOUTH,False
365,475,2026-05-23 00:13:29,PLACED,NORTH,False
366,312,2026-04-17 14:51:33,RETURNED,NORTH,False
367,336,2026-01-08 00:00:00,SHIPPED,EAST,False
368,51,2026-06-27 11:17:11,DELIVERED,SOUTH,False
369,UNKNOWN,2026-01-03 16:20:28,CANCELLED,CENTRAL,True
370,256,2025-11-03 00:00:00,PLACED,SOUTH,False
371,64,2025-11-19 20:56:32,SHIPPED,SOUTH,False
372,411,2025-09-09 12:04:36,PLACED,CENTRAL,False
373,77,2026-01-20 00:00:00,PLACED,SOUTH,False
374,455,2026-04-09 14:13:17,PLACED,EAST,False
375,473,2025-11-10 00:00:00,RETURNED,WEST,False
376,405,2026-02-26 08:56:36,CANCELLED,WEST,False
377,220,2026-06-02 15:48:07,DELIVERED,EAST,False
378,153,2026-06-16 00:00:00,RETURNED,CENTRAL,False
379,303,2026-07-29 03:10:42,RETURNED,WEST,False
380,287,2026-04-04 21:22:40,CANCELLED,SOUTH,False
381,539,2026-06-19 08:55:57,RETURNED,NORTH,False
382,368,2026-05-06 05:38:03,CANCELLED,EAST,False
383,515,2026-05-02 15:05:55,DELIVERED,SOUTH,False
384,UNKNOWN,2025-11-23 07:45:18,PLACED,EAST,True
385,484,2025-11-28 07:10:09,RETURNED,SOUTH,False
386,103,2026-04-18 13:50:46,SHIPPED,EAST,False
387,58,2026-05-25 06:22:08,SHIPPED,CENTRAL,False
388,398,2026-03-04 07:52:06,SHIPPED,SOUTH,False
389,326,2026-06-19 20:25:53,DELIVERED,CENTRAL,False
390,UNKNOWN,2025-11-22 03:23:29,RETURNED,CENTRAL,True
391,193,2026-01-17 02:19:54,CANCELLED,CENTRAL,False
392,503,2025-10-21 00:00:00,PLACED,SOUTH,False
393,21,2026-07-07 04:49:03,PLACED,EAST,False
394,207,2025-09-05 07:55:08,DELIVERED,SOUTH,False
395,332,2025-10-19 00:00:00,SHIPPED,CENTRAL,False
396,146,2025-10-01 19:13:00,RETURNED,EAST,False
397,383,2025-11-30 05:00:44,CANCELLED,CENTRAL,False
398,310,2025-09-21 14:23:03,SHIPPED,WEST,False
399,499,2026-04-14 02:03:32,SHIPPED,CENTRAL,False
400,366,2026-02-02 13:53:35,RETURNED,SOUTH,False
401,302,2026-04-06 00:00:00,PLACED,CENTRAL,False
402,34,2026-02-01 13:53:06,DELIVERED,CENTRAL,False
403,107,2025-11-23 10:15:45,SHIPPED,EAST,False
404,244,2026-05-08 18:39:59,DELIVERED,SOUTH,False
405,91,2026-04-08 14:16:28,DELIVERED,WEST,False
406,UNKNOWN,2026-02-16 19:31:25,PLACED,EAST,True
407,111,2025-10-21 16:06:47,PLACED,WEST,False
408,430,2025-12-12 06:24:17,CANCELLED,WEST,False
409,360,2025-08-17 06:34:00,PLACED,WEST,False
410,231,2025-10-07 19:55:22,PLACED,NORTH,False
411,327,2025-08-29 00:23:34,PLACED,NORTH,False
412,385,2026-03-05 12:04:38,PLACED,CENTRAL,False
413,96,2025-08-18 08:03:48,RETURNED,WEST,False
414,442,2025-10-20 22:51:09,SHIPPED,CENTRAL,False
415,161,2025-09-18 00:00:00,DELIVERED,SOUTH,False
416,420,2025-11-27 07:17:12,RETURNED,EAST,False
417,305,2025-11-22 06:52:08,PLACED,WEST,False
418,503,2025-09-27 07:14:18,DELIVERED,NORTH,False
419,302,2026-05-14 11:53:52,RETURNED,WEST,False
420,27,2026-01-27 00:07:40,DELIVERED,NORTH,False
421,119,2026-05-19 02:55:03,CANCELLED,WEST,False
422,272,2025-08-12 00:00:00,RETURNED,WEST,False
423,391,2025-11-08 03:44:23,CANCELLED,NORTH,False
424,477,2025-09-13 18:29:07,DELIVERED,CENTRAL,False
425,100,2025-10-07 00:00:00,DELIVERED,CENTRAL,False
426,233,2025-08-15 11:02:02,CANCELLED,CENTRAL,False
427,549,2026-02-17 10:17:00,CANCELLED,CENTRAL,False
428,488,2025-11-02 02:07:41,CANCELLED,NORTH,False
429,530,2025-12-20 12:38:50,RETURNED,SOUTH,False
430,460,2026-01-19 22:44:15,SHIPPED,SOUTH,False
431,130,2025-12-08 00:00:00,PLACED,WEST,False
432,152,2026-06-10 21:16:46,DELIVERED,EAST,False
433,69,2026-06-16 00:00:00,RETURNED,WEST,False
434,283,2026-02-19 07:10:25,PLACED,CENTRAL,False
435,430,2025-12-31 00:00:00,SHIPPED,SOUTH,False
436,103,2026-02-05 19:38:27,RETURNED,NORTH,False
437,549,2026-05-07 09:41:30,CANCELLED,EAST,False
438,498,2026-06-13 02:24:05,CANCELLED,NORTH,False
439,413,2025-08-22 00:00:00,RETURNED,WEST,False
440,UNKNOWN,2025-12-15 23:55:44,DELIVERED,SOUTH,True
441,UNKNOWN,2025-09-09 21:31:19,DELIVERED,EAST,True
442,UNKNOWN,2026-07-03 08:12:35,DELIVERED,EAST,True
443,504,2026-05-28 05:36:14,PLACED,SOUTH,False
444,454,2025-10-05 11:25:33,DELIVERED,EAST,False
445,92,2025-08-31 12:06:13,SHIPPED,WEST,False
446,529,2025-11-21 05:46:55,PLACED,CENTRAL,False
447,68,2026-06-06 23:23:51,RETURNED,WEST,False
448,537,2026-01-09 03:25:28,PLACED,SOUTH,False
449,206,2025-09-06 11:08:31,SHIPPED,NORTH,False
450,370,2026-03-08 16:42:16,DELIVERED,EAST,False
451,518,2026-02-08 07:52:27,PLACED,NORTH,False
