item_id,order_id,product_id,quantity,unit_price,discount_percent
435,468,77,5,422.13,22.59
436,418,38,7,44.11,84.11
437,488,87,6,499.37,49.16
438,108,51,8,341.49,11.92
439,405,52,10,373.3,89.24
440,173,9,6,175.93,59.5
441,414,16,4,365.35,27.85
442,596,76,5,402.48,94.32
443,365,61,10,493.89,51.14
444,151,99,8,132.84,49.73
445,138,4,2,416.85,49.81
446,28,23,7,170.21,30.28
447,99,98,2,264.77,49.22
448,478,26,5,250.22,26.17
449,352,104,9,476.76,3.16
450,441,16,7,427.91,44.26
451,37,5,3,431.58,30.3
452,169,63,7,360.7,48.75
453,113,73,8,345.83,57.22
454,488,72,3,201.78,49.47
455,387,79,6,149.37,6.14
456,47,17,6,373.61,2.69
457,350,49,2,496.05,41.19
458,58,85,4,327.56,59.25
459,68,112,5,93.19,53.84
460,39,59,7,451.69,26.66
461,481,76,1,195.09,39.03
462,587,13,8,340.8,33.6
463,515,104,6,156.77,96.94
464,207,64,2,272.56,28.74
465,49,39,10,120.68,74.29
466,95,92,10,175.05,6.73
467,544,61,7,399.87,65.15
468,310,65,5,274.57,20.01
469,412,33,10,339.06,54.76
470,20,81,9,292.65,21.3
471,479,35,9,427.86,90.68
472,580,94,1,188.49,14.77
473,155,96,5,211.03,86.02
474,66,82,4,140.8,28.7
475,165,33,10,126.86,15.0
476,29,32,5,284.31,43.61
477,38,26,3,24.28,78.97
478,285,85,9,427.74,96.38
479,498,101,1,449.29,31.39
480,306,111,2,209.43,36.34
481,93,51,3,289.78,50.02
482,124,67,10,466.46,25.18
483,93,31,10,405.28,32.93
484,599,95,7,374.54,93.55
485,224,19,2,485.26,43.95
486,261,111,10,271.4,69.96
487,116,41,9,344.54,96.33
488,149,47,8,412.47,2.11
489,36,108,1,396.51,23.97
490,566,50,5,353.3,90.32
491,125,69,4,200.35,90.98
492,403,33,5,413.13,23.55
493,216,111,3,319.36,87.95
494,417,102,1,49.25,77.95
495,504,61,7,173.03,42.24
496,103,106,3,258.1,35.19
497,561,95,6,23.4,5.21
498,189,81,8,76.69,40.07
499,313,41,10,87.33,51.64
500,134,109,10,398.39,31.94
501,490,112,3,346.86,82.68
502,289,26,2,99.13,87.64
503,585,29,1,462.33,64.71
504,235,12,8,353.62,16.88
505,411,80,7,83.13,95.8
506,175,73,-2,267.66,77.34
507,465,106,8,359.65,19.05
508,273,37,8,221.34,20.66
509,221,106,5,102.79,18.04
510,150,4,5,125.39,45.1
511,255,48,10,234.5,1.03
512,137,112,6,204.8,21.22
513,393,91,7,135.55,9.53
514,61,7,6,240.76,35.43
515,47,1,5,196.66,97.75
516,380,17,9,97.89,16.99
517,505,44,8,165.49,53.04
518,146,34,2,489.47,49.92
519,288,96,6,148.63,87.69
520,271,67,6,90.84,73.69
521,504,98,3,462.2,63.67
522,451,7,4,122.63,3.59
523,267,21,8,497.65,92.72
524,42,57,6,284.82,45.78
525,116,109,3,55.85,86.82
526,185,107,3,413.06,56.32
527,600,28,10,12.02,76.68
528,185,54,2,254.07,9.43
529,337,4,5,343.51,39.42
530,109,108,6,49.72,83.07
531,492,59,5,12.84,96.98
532,464,42,10,433.01,80.16
533,290,42,1,278.11,60.23
534,95,52,5,482.87,86.55
535,92,3,4,391.95,28.49
536,158,16,5,221.86,80.64
537,318,88,10,336.1,83.21
538,525,26,8,200.16,26.85
539,434,12,7,310.8,43.41
540,437,12,1,486.9,67.64
541,159,64,9,267.09,29.07
542,448,11,8,492.25,68.43
543,308,108,4,154.79,4.77
544,79,6,9,218.21,9.45
545,583,105,5,296.93,76.86
546,17,15,8,99.28,39.3
547,86,54,5,364.81,75.74
548,461,80,5,459.87,81.0
549,217,24,2,305.99,87.16
550,109,56,-9,203.52,1.33
551,489,59,7,483.24,60.19
552,499,39,10,312.2,69.07
553,405,103,5,76.21,19.08
554,17,90,4,112.52,64.86
555,248,56,9,157.45,46.34
556,486,55,1,452.18,73.88
557,456,63,-8,230.26,24.26
558,302,73,7,13.86,63.04
559,443,54,8,301.96,55.43
560,298,5,8,261.54,72.46
561,500,30,1,216.78,31.59
562,66,35,7,67.3,62.27
563,356,58,-7,151.13,19.22
564,353,57,4,297.95,68.5
565,480,17,5,201.28,41.69
566,369,102,8,423.82,62.18
567,290,89,2,73.26,19.95
568,504,13,7,251.93,23.47
569,571,7,1,137.8,67.69
570,179,106,9,41.2,43.06
571,233,16,9,136.33,34.03
572,364,99,1,282.94,89.63
573,528,78,2,464.05,43.78
574,469,108,2,393.01,60.97
575,105,106,9,61.65,62.99
576,211,47,3,357.0,76.2
577,511,94,2,188.23,81.92
578,126,109,4,213.72,76.9
579,252,107,8,257.46,8.52
580,382,92,7,335.85,15.16
581,543,54,4,220.12,91.8
582,470,110,9,187.27,2.98
583,150,99,1,263.5,6.96
584,347,41,7,90.52,6.15
585,38,85,3,38.33,63.16
586,533,38,7,343.63,55.36
587,312,93,6,13.87,27.98
588,541,79,3,228.63,20.51
589,558,80,10,351.76,88.77
590,415,100,4,51.3,53.74
591,400,93,3,274.99,21.37
592,524,71,5,380.95,16.0
593,29,102,9,128.26,77.42
594,433,65,2,422.38,25.98
595,520,46,2,328.97,12.47
596,306,74,1,491.65,80.54
597,596,73,9,124.58,29.92
598,587,87,3,264.64,24.76
599,336,67,10,391.49,45.43
600,151,92,7,50.15,6.22
601,134,61,4,190.95,52.63
602,573,67,7,296.31,63.65
603,451,89,8,214.29,16.28
604,518,17,8,73.4,70.45
605,542,16,4,25.98,15.68
606,573,48,2,210.22,12.09
607,586,38,1,67.69,30.49
608,384,39,5,397.69,14.21
609,432,7,5,115.63,81.91
610,501,1,2,43.11,4.47
611,493,74,5,451.14,78.13
612,487,107,10,77.88,63.65
613,461,86,8,366.65,8.93
614,420,50,4,176.11,4.58
615,454,95,5,434.32,70.72
616,586,81,5,70.65,55.94
617,198,80,9,35.91,57.02
618,194,97,8,19.15,65.83
619,545,24,1,110.84,82.97
620,594,57,2,307.36,40.18
621,47,63,1,98.45,2.41
622,541,41,7,66.18,9.93
623,173,37,3,386.47,15.42
624,418,87,3,480.95,18.15
625,60,39,7,79.81,89.3
626,265,49,2,127.42,59.7
627,243,64,9,198.67,11.51
628,63,41,8,42.07,2.89
629,240,3,5,297.22,10.15
630,569,84,3,209.31,8.39
631,513,27,3,492.8,78.2
632,551,55,9,10.49,46.47
633,297,84,-3,467.42,48.22
634,257,108,7,422.79,21.28
635,523,37,1,271.7,6.99
636,92,51,2,365.29,99.88
637,443,27,10,403.01,88.39
638,351,82,5,356.8,27.3
639,330,44,4,303.76,1.59
640,137,83,1,12.1,0.96
641,178,53,9,354.62,76.25
642,552,11,2,447.36,81.61
643,456,87,2,408.26,82.75
644,367,50,3,407.82,98.38
645,128,60,6,227.84,22.15
646,21,98,5,357.51,19.15
647,311,104,4,251.97,36.3
648,288,64,10,106.08,82.11
649,406,15,5,252.07,55.18
650,580,87,10,42.03,12.82
651,67,17,5,429.18,88.1
652,281,25,1,349.56,53.29
653,259,88,9,10.96,42.71
654,54,110,6,497.6,27.4
655,531,60,8,381.92,88.38
656,230,7,5,270.88,31.62
657,402,25,6,290.19,2.54
658,232,89,7,459.33,19.69
659,338,40,2,57.4,48.0
660,25,76,6,131.11,47.36
661,349,107,1,264.64,23.67
662,75,100,10,384.41,62.53
663,593,16,2,459.19,37.74
664,67,101,3,403.17,5.48
665,443,9,2,284.04,29.49
666,391,52,2,211.44,86.46
667,11,59,7,219.77,62.02
668,104,44,1,170.81,19.25
669,106,2,10,300.51,84.08
670,587,17,9,216.29,72.46
671,456,24,4,31.59,12.77
672,599,56,9,379.64,31.12
673,555,100,3,161.25,34.29
674,378,2,9,342.37,5.73
675,520,105,9,216.81,19.54
676,206,82,4,177.36,66.79
677,479,77,6,287.39,33.57
678,307,54,6,232.61,78.92
679,44,64,4,323.0,69.32
680,478,80,4,369.95,95.26
681,340,104,7,100.28,98.99
682,372,2,2,281.8,14.24
683,451,25,10,186.36,97.53
684,204,26,5,443.84,71.88
685,348,109,9,106.03,17.61
686,269,13,1,77.25,65.49
687,114,44,4,127.67,80.95
688,176,68,10,440.41,6.54
689,148,17,4,195.32,37.43
690,440,82,4,383.91,58.73
691,549,38,3,36.1,79.56
692,130,109,9,444.06,20.92
693,84,101,8,311.29,16.74
694,398,97,9,264.26,17.9
695,383,68,8,252.45,26.83
696,411,82,10,111.53,89.49
697,463,111,4,159.94,88.87
698,586,21,6,51.53,75.16
699,303,57,9,296.14,46.53
700,345,55,8,210.39,80.45
701,325,35,-7,226.43,26.56
702,78,46,2,255.86,54.67
703,81,101,5,58.22,7.13
704,40,70,4,340.8,25.0
705,282,25,10,499.22,75.24
706,557,34,1,148.1,34.66
707,414,52,10,15.83,65.41
708,153,111,7,364.43,20.99
709,240,67,10,381.23,72.25
710,473,44,2,102.04,77.01
711,428,27,8,283.64,37.47
712,592,112,3,371.52,49.98
713,364,44,4,346.02,40.34
714,551,39,6,288.11,3.22
715,143,20,6,401.58,91.38
716,588,111,7,110.06,39.06
717,548,50,4,171.13,96.19
718,312,12,3,280.92,3.21
719,501,4,3,456.56,38.59
720,211,30,5,44.29,5.75
721,531,2,3,455.81,39.11
722,114,17,9,374.14,38.9
723,212,17,4,410.77,66.48
724,163,78,10,297.87,50.25
725,470,36,-4,79.92,6.4
726,409,78,4,456.05,87.92
727,472,60,10,54.64,64.63
728,468,45,5,413.48,84.98
729,426,32,3,369.29,45.78
730,188,90,10,352.34,4.37
731,162,36,9,458.99,69.8
732,223,64,7,280.88,99.53
733,79,97,2,391.96,41.01
734,169,33,4,236.46,7.32
735,473,49,6,429.33,39.67
736,11,33,2,76.88,67.03
737,476,63,8,278.73,24.23
738,449,18,8,422.37,17.06
739,19,78,2,70.83,74.14
740,173,10,1,85.21,35.81
741,222,92,1,270.83,44.21
742,49,108,9,361.04,89.7
743,400,89,5,303.12,4.87
744,387,99,4,193.58,23.85
745,94,3,-7,17.13,82.05
746,65,29,2,416.92,16.79
747,172,6,7,409.66,32.27
748,195,80,4,203.58,42.79
749,238,28,2,95.07,40.21
750,324,2,7,117.85,65.8
751,286,84,10,42.99,21.86
752,309,99,10,495.33,71.25
753,583,22,5,303.93,98.14
754,398,87,3,321.32,88.4
755,326,109,8,18.65,91.21
756,460,49,9,123.89,58.75
757,14,30,1,449.42,30.88
758,439,97,4,39.36,37.45
759,304,26,3,324.6,23.81
760,455,95,6,165.59,78.7
761,41,67,7,151.34,2.37
762,340,44,4,36.5,91.77
763,255,103,4,196.93,32.16
764,453,81,1,250.9,95.37
765,54,82,3,71.52,17.37
766,563,107,4,48.3,72.5
767,319,22,4,96.45,24.9
768,293,74,8,108.69,86.24
769,493,11,6,92.21,44.14
770,518,79,7,411.61,79.36
771,21,98,7,50.78,90.65
772,308,77,9,366.06,25.73
773,475,40,8,285.45,48.08
774,342,18,8,458.9,0.42
775,513,94,6,463.59,94.03
776,383,50,8,493.89,7.12
777,40,16,7,89.56,76.3
778,262,99,6,249.42,68.85
779,60,84,7,370.48,24.24
780,36,105,6,341.45,69.75
781,152,34,10,343.72,25.43
782,593,85,-3,387.78,64.44
783,394,51,10,49.37,90.99
784,434,22,7,158.09,96.77
785,392,76,5,378.71,92.43
786,92,14,10,178.75,14.27
787,215,96,7,13.15,16.84
788,504,1,2,351.2,52.5
789,296,94,7,193.58,70.4
790,203,63,3,64.02,56.71
791,218,24,4,99.54,75.92
792,266,112,7,457.36,10.92
793,171,11,5,71.09,6.43
794,31,75,4,339.67,10.08
795,63,35,1,396.71,4.19
796,217,67,1,264.84,96.21
797,273,63,8,306.14,33.66
798,352,41,4,335.89,37.84
799,59,46,6,11.51,87.05
800,412,93,-3,70.22,53.06
801,255,48,8,332.85,47.52
802,424,85,-4,322.66,94.19
803,330,3,6,485.1,73.58
804,455,30,10,372.21,79.4
805,357,55,8,429.98,90.52
806,395,38,10,80.15,52.01
807,586,101,9,253.98,8.71
808,562,112,8,228.68,11.57
809,554,31,4,379.09,65.97
810,92,14,7,24.32,92.9
811,335,50,5,136.24,47.63
812,127,86,3,320.44,49.2
813,341,112,4,385.51,60.07
814,352,49,7,394.69,96.62
815,448,104,4,66.69,8.77
816,92,44,10,374.86,11.61
817,377,17,6,292.69,0.17
818,64,76,9,200.19,42.37
819,374,103,3,304.79,22.21
820,405,2,9,164.8,81.61
821,304,108,4,233.33,60.15
822,150,96,1,161.36,99.03
823,127,36,10,416.06,49.5
824,386,8,6,361.22,84.81
825,231,90,1,390.26,85.68
826,402,39,3,278.49,33.74
827,485,45,7,268.64,28.3
828,200,90,9,74.14,75.23
829,595,111,1,357.7,45.75
830,168,74,3,246.4,89.72
831,215,28,4,14.47,72.6
832,590,14,3,491.52,67.94
833,173,8,2,242.2,94.51
834,121,66,6,485.17,62.7
835,414,32,1,204.36,30.27
836,177,84,7,495.67,67.07
837,92,100,8,328.65,27.52
838,456,48,1,50.49,48.92
839,522,29,1,493.8,47.95
840,97,102,10,247.25,64.46
841,445,39,10,169.36,71.38
842,551,24,7,19.68,55.61
843,550,101,9,264.26,58.47
844,128,97,4,449.83,18.07
845,185,1,9,164.01,3.91
846,589,27,3,135.81,75.31
847,87,16,9,483.48,17.16
848,1,32,5,473.44,90.46
849,301,85,9,292.77,69.51
850,536,46,10,112.82,9.9
851,46,31,1,156.86,83.26
852,138,78,9,185.94,12.85
853,433,10,9,197.07,90.37
854,410,59,2,341.5,94.02
855,147,69,4,369.01,99.54
856,198,92,6,327.41,51.14
857,168,54,3,396.01,37.89
858,254,10,5,63.9,54.84
859,68,43,2,173.42,27.33
860,232,36,1,489.95,22.22
861,108,101,2,366.88,30.65
862,502,13,9,290.36,28.2
863,278,78,2,93.67,94.65
864,399,24,6,342.13,78.87
865,565,77,7,72.51,0.95
866,526,92,3,79.91,56.76
867,274,7,6,132.06,60.87
868,469,24,8,401.25,50.22
869,283,55,9,441.88,81.4
870,313,82,2,209.19,31.27
