product_sk,product_id_nk,product_key,product_name,product_cost,product_line,start_date,end_date,cat_id,product_key_short,is_current,effective_from,effective_to,category_id,category,subcategory,maintenance
30,239,CO-RF-FR-R92R-62,HL Road Frame - Red- 62,722.0,R,2012-07-01,2008-12-27,CO_RF,FR-R92R-62,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
31,240,CO-RF-FR-R92R-62,HL Road Frame - Red- 62,869.0,R,2013-07-01,,CO_RF,FR-R92R-62,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
32,241,CO-RF-FR-R92R-44,HL Road Frame - Red- 44,748.0,R,2011-07-01,2007-12-28,CO_RF,FR-R92R-44,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
33,242,CO-RF-FR-R92R-44,HL Road Frame - Red- 44,722.0,R,2012-07-01,2008-12-27,CO_RF,FR-R92R-44,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
34,243,CO-RF-FR-R92R-44,HL Road Frame - Red- 44,869.0,R,2013-07-01,,CO_RF,FR-R92R-44,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
35,244,CO-RF-FR-R92R-48,HL Road Frame - Red- 48,748.0,R,2011-07-01,2007-12-28,CO_RF,FR-R92R-48,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
36,245,CO-RF-FR-R92R-48,HL Road Frame - Red- 48,722.0,R,2012-07-01,2008-12-27,CO_RF,FR-R92R-48,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
37,246,CO-RF-FR-R92R-48,HL Road Frame - Red- 48,869.0,R,2013-07-01,,CO_RF,FR-R92R-48,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
38,247,CO-RF-FR-R92R-52,HL Road Frame - Red- 52,748.0,R,2011-07-01,2007-12-28,CO_RF,FR-R92R-52,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
39,248,CO-RF-FR-R92R-52,HL Road Frame - Red- 52,722.0,R,2012-07-01,2008-12-27,CO_RF,FR-R92R-52,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
40,249,CO-RF-FR-R92R-52,HL Road Frame - Red- 52,869.0,R,2013-07-01,,CO_RF,FR-R92R-52,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
41,250,CO-RF-FR-R92R-56,HL Road Frame - Red- 56,748.0,R,2011-07-01,2007-12-28,CO_RF,FR-R92R-56,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
42,251,CO-RF-FR-R92R-56,HL Road Frame - Red- 56,722.0,R,2012-07-01,2008-12-27,CO_RF,FR-R92R-56,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
43,252,CO-RF-FR-R92R-56,HL Road Frame - Red- 56,869.0,R,2013-07-01,,CO_RF,FR-R92R-56,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
44,253,CO-RF-FR-R38B-58,LL Road Frame - Black- 58,176.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38B-58,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
45,254,CO-RF-FR-R38B-58,LL Road Frame - Black- 58,170.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38B-58,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
46,255,CO-RF-FR-R38B-58,LL Road Frame - Black- 58,205.0,R,2013-07-01,,CO_RF,FR-R38B-58,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
47,256,CO-RF-FR-R38B-60,LL Road Frame - Black- 60,176.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38B-60,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
48,257,CO-RF-FR-R38B-60,LL Road Frame - Black- 60,170.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38B-60,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
49,258,CO-RF-FR-R38B-60,LL Road Frame - Black- 60,205.0,R,2013-07-01,,CO_RF,FR-R38B-60,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
50,259,CO-RF-FR-R38B-62,LL Road Frame - Black- 62,176.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38B-62,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
51,260,CO-RF-FR-R38B-62,LL Road Frame - Black- 62,170.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38B-62,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
52,261,CO-RF-FR-R38B-62,LL Road Frame - Black- 62,205.0,R,2013-07-01,,CO_RF,FR-R38B-62,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
53,262,CO-RF-FR-R38R-44,LL Road Frame - Red- 44,181.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38R-44,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
54,263,CO-RF-FR-R38R-44,LL Road Frame - Red- 44,187.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38R-44,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
55,264,CO-RF-FR-R38R-48,LL Road Frame - Red- 48,181.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38R-48,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
56,265,CO-RF-FR-R38R-48,LL Road Frame - Red- 48,187.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38R-48,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
57,266,CO-RF-FR-R38R-52,LL Road Frame - Red- 52,181.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38R-52,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
58,267,CO-RF-FR-R38R-52,LL Road Frame - Red- 52,187.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38R-52,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
59,268,CO-RF-FR-R38R-58,LL Road Frame - Red- 58,181.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38R-58,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
60,269,CO-RF-FR-R38R-58,LL Road Frame - Red- 58,187.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38R-58,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
61,270,CO-RF-FR-R38R-60,LL Road Frame - Red- 60,181.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38R-60,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
62,271,CO-RF-FR-R38R-60,LL Road Frame - Red- 60,187.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38R-60,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
63,272,CO-RF-FR-R38R-62,LL Road Frame - Red- 62,181.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38R-62,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
64,273,CO-RF-FR-R38R-62,LL Road Frame - Red- 62,187.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38R-62,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
65,274,CO-RF-FR-R72R-44,ML Road Frame - Red- 44,352.0,R,2011-07-01,2007-12-28,CO_RF,FR-R72R-44,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
66,275,CO-RF-FR-R72R-48,ML Road Frame - Red- 48,352.0,R,2011-07-01,2007-12-28,CO_RF,FR-R72R-48,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
67,276,CO-RF-FR-R72R-52,ML Road Frame - Red- 52,352.0,R,2011-07-01,2007-12-28,CO_RF,FR-R72R-52,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
68,277,CO-RF-FR-R72R-58,ML Road Frame - Red- 58,352.0,R,2011-07-01,2007-12-28,CO_RF,FR-R72R-58,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
69,278,CO-RF-FR-R72R-60,ML Road Frame - Red- 60,352.0,R,2011-07-01,2007-12-28,CO_RF,FR-R72R-60,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
70,279,CO-RF-FR-R38B-44,LL Road Frame - Black- 44,176.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38B-44,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
71,280,CO-RF-FR-R38B-44,LL Road Frame - Black- 44,170.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38B-44,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
72,281,CO-RF-FR-R38B-44,LL Road Frame - Black- 44,205.0,R,2013-07-01,,CO_RF,FR-R38B-44,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
73,282,CO-RF-FR-R38B-48,LL Road Frame - Black- 48,176.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38B-48,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
74,283,CO-RF-FR-R38B-48,LL Road Frame - Black- 48,170.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38B-48,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
75,284,CO-RF-FR-R38B-48,LL Road Frame - Black- 48,205.0,R,2013-07-01,,CO_RF,FR-R38B-48,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
76,285,CO-RF-FR-R38B-52,LL Road Frame - Black- 52,176.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38B-52,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
77,286,CO-RF-FR-R38B-52,LL Road Frame - Black- 52,170.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38B-52,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
78,287,CO-RF-FR-R38B-52,LL Road Frame - Black- 52,205.0,R,2013-07-01,,CO_RF,FR-R38B-52,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
79,288,CO-MF-FR-M94S-42,HL Mountain Frame - Silver- 42,624.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94S-42,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
80,289,CO-MF-FR-M94S-42,HL Mountain Frame - Silver- 42,661.0,M,2012-07-01,2008-12-27,CO_MF,FR-M94S-42,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
81,290,CO-MF-FR-M94S-42,HL Mountain Frame - Silver- 42,747.0,M,2013-07-01,,CO_MF,FR-M94S-42,True,2013-07-01,9999-12-31,CO_MF,Components,Mountain Frames,Yes
82,291,CO-MF-FR-M94S-44,HL Mountain Frame - Silver- 44,707.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94S-44,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
83,292,CO-MF-FR-M94S-52,HL Mountain Frame - Silver- 48,707.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94S-52,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
84,293,CO-MF-FR-M94S-46,HL Mountain Frame - Silver- 46,624.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94S-46,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
85,294,CO-MF-FR-M94S-46,HL Mountain Frame - Silver- 46,661.0,M,2012-07-01,2008-12-27,CO_MF,FR-M94S-46,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
86,295,CO-MF-FR-M94S-46,HL Mountain Frame - Silver- 46,747.0,M,2013-07-01,,CO_MF,FR-M94S-46,True,2013-07-01,9999-12-31,CO_MF,Components,Mountain Frames,Yes
87,296,CO-MF-FR-M94B-42,HL Mountain Frame - Black- 42,617.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94B-42,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
88,297,CO-MF-FR-M94B-42,HL Mountain Frame - Black- 42,654.0,M,2012-07-01,2008-12-27,CO_MF,FR-M94B-42,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
89,298,CO-MF-FR-M94B-42,HL Mountain Frame - Black- 42,739.0,M,2013-07-01,,CO_MF,FR-M94B-42,True,2013-07-01,9999-12-31,CO_MF,Components,Mountain Frames,Yes
90,299,CO-MF-FR-M94B-44,HL Mountain Frame - Black- 44,699.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94B-44,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
91,300,CO-MF-FR-M94B-48,HL Mountain Frame - Black- 48,699.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94B-48,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
92,301,CO-MF-FR-M94B-46,HL Mountain Frame - Black- 46,617.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94B-46,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
93,302,CO-MF-FR-M94B-46,HL Mountain Frame - Black- 46,654.0,M,2012-07-01,2008-12-27,CO_MF,FR-M94B-46,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
94,303,CO-MF-FR-M94B-46,HL Mountain Frame - Black- 46,739.0,M,2013-07-01,,CO_MF,FR-M94B-46,True,2013-07-01,9999-12-31,CO_MF,Components,Mountain Frames,Yes
95,304,CO-MF-FR-M94B-38,HL Mountain Frame - Black- 38,617.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94B-38,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
96,305,CO-MF-FR-M94B-38,HL Mountain Frame - Black- 38,654.0,M,2012-07-01,2008-12-27,CO_MF,FR-M94B-38,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
97,306,CO-MF-FR-M94B-38,HL Mountain Frame - Black- 38,739.0,M,2013-07-01,,CO_MF,FR-M94B-38,True,2013-07-01,9999-12-31,CO_MF,Components,Mountain Frames,Yes
98,307,CO-MF-FR-M94S-38,HL Mountain Frame - Silver- 38,624.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94S-38,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
99,308,CO-MF-FR-M94S-38,HL Mountain Frame - Silver- 38,661.0,M,2012-07-01,2008-12-27,CO_MF,FR-M94S-38,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
100,309,CO-MF-FR-M94S-38,HL Mountain Frame - Silver- 38,747.0,M,2013-07-01,,CO_MF,FR-M94S-38,True,2013-07-01,9999-12-31,CO_MF,Components,Mountain Frames,Yes
101,310,BI-RB-BK-R93R-62,Road-150 Red- 62,2171.0,R,2011-07-01,2007-12-28,BI_RB,BK-R93R-62,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
102,311,BI-RB-BK-R93R-44,Road-150 Red- 44,2171.0,R,2011-07-01,2007-12-28,BI_RB,BK-R93R-44,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
103,312,BI-RB-BK-R93R-48,Road-150 Red- 48,2171.0,R,2011-07-01,2007-12-28,BI_RB,BK-R93R-48,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
104,313,BI-RB-BK-R93R-52,Road-150 Red- 52,2171.0,R,2011-07-01,2007-12-28,BI_RB,BK-R93R-52,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
105,314,BI-RB-BK-R93R-56,Road-150 Red- 56,2171.0,R,2011-07-01,2007-12-28,BI_RB,BK-R93R-56,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
106,315,BI-RB-BK-R68R-58,Road-450 Red- 58,885.0,R,2011-07-01,2007-12-28,BI_RB,BK-R68R-58,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
107,316,BI-RB-BK-R68R-60,Road-450 Red- 60,885.0,R,2011-07-01,2007-12-28,BI_RB,BK-R68R-60,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
108,317,BI-RB-BK-R68R-44,Road-450 Red- 44,885.0,R,2011-07-01,2007-12-28,BI_RB,BK-R68R-44,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
109,318,BI-RB-BK-R68R-48,Road-450 Red- 48,885.0,R,2011-07-01,2007-12-28,BI_RB,BK-R68R-48,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
110,319,BI-RB-BK-R68R-52,Road-450 Red- 52,885.0,R,2011-07-01,2007-12-28,BI_RB,BK-R68R-52,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
111,320,BI-RB-BK-R50R-58,Road-650 Red- 58,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50R-58,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
112,321,BI-RB-BK-R50R-58,Road-650 Red- 58,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50R-58,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
113,322,BI-RB-BK-R50R-60,Road-650 Red- 60,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50R-60,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
114,323,BI-RB-BK-R50R-60,Road-650 Red- 60,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50R-60,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
115,324,BI-RB-BK-R50R-62,Road-650 Red- 62,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50R-62,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
116,325,BI-RB-BK-R50R-62,Road-650 Red- 62,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50R-62,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
117,326,BI-RB-BK-R50R-44,Road-650 Red- 44,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50R-44,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
118,327,BI-RB-BK-R50R-44,Road-650 Red- 44,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50R-44,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
119,328,BI-RB-BK-R50R-48,Road-650 Red- 48,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50R-48,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
120,329,BI-RB-BK-R50R-48,Road-650 Red- 48,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50R-48,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
121,330,BI-RB-BK-R50R-52,Road-650 Red- 52,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50R-52,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
122,331,BI-RB-BK-R50R-52,Road-650 Red- 52,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50R-52,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
123,332,BI-RB-BK-R50B-58,Road-650 Black- 58,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50B-58,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
124,333,BI-RB-BK-R50B-58,Road-650 Black- 58,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50B-58,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
125,334,BI-RB-BK-R50B-60,Road-650 Black- 60,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50B-60,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
126,335,BI-RB-BK-R50B-60,Road-650 Black- 60,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50B-60,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
127,336,BI-RB-BK-R50B-62,Road-650 Black- 62,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50B-62,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
128,337,BI-RB-BK-R50B-62,Road-650 Black- 62,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50B-62,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
129,338,BI-RB-BK-R50B-44,Road-650 Black- 44,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50B-44,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
130,339,BI-RB-BK-R50B-44,Road-650 Black- 44,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50B-44,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
131,340,BI-RB-BK-R50B-48,Road-650 Black- 48,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50B-48,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
132,341,BI-RB-BK-R50B-48,Road-650 Black- 48,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50B-48,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
133,342,BI-RB-BK-R50B-52,Road-650 Black- 52,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50B-52,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
134,343,BI-RB-BK-R50B-52,Road-650 Black- 52,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50B-52,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
135,344,BI-MB-BK-M82S-38,Mountain-100 Silver- 38,1912.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82S-38,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
