product_id,product_key,product_name,product_cost,product_line,start_date,end_date,cat_id,product_key_short,is_current,effective_from,effective_to,category_id,category,subcategory,maintenance
247,CO-RF-FR-R92R-52,HL Road Frame - Red- 52,748.0,R,2011-07-01,2007-12-28,CO_RF,FR-R92R-52,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
248,CO-RF-FR-R92R-52,HL Road Frame - Red- 52,722.0,R,2012-07-01,2008-12-27,CO_RF,FR-R92R-52,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
249,CO-RF-FR-R92R-52,HL Road Frame - Red- 52,869.0,R,2013-07-01,,CO_RF,FR-R92R-52,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
250,CO-RF-FR-R92R-56,HL Road Frame - Red- 56,748.0,R,2011-07-01,2007-12-28,CO_RF,FR-R92R-56,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
251,CO-RF-FR-R92R-56,HL Road Frame - Red- 56,722.0,R,2012-07-01,2008-12-27,CO_RF,FR-R92R-56,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
252,CO-RF-FR-R92R-56,HL Road Frame - Red- 56,869.0,R,2013-07-01,,CO_RF,FR-R92R-56,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
253,CO-RF-FR-R38B-58,LL Road Frame - Black- 58,176.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38B-58,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
254,CO-RF-FR-R38B-58,LL Road Frame - Black- 58,170.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38B-58,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
255,CO-RF-FR-R38B-58,LL Road Frame - Black- 58,205.0,R,2013-07-01,,CO_RF,FR-R38B-58,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
256,CO-RF-FR-R38B-60,LL Road Frame - Black- 60,176.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38B-60,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
257,CO-RF-FR-R38B-60,LL Road Frame - Black- 60,170.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38B-60,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
258,CO-RF-FR-R38B-60,LL Road Frame - Black- 60,205.0,R,2013-07-01,,CO_RF,FR-R38B-60,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
259,CO-RF-FR-R38B-62,LL Road Frame - Black- 62,176.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38B-62,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
260,CO-RF-FR-R38B-62,LL Road Frame - Black- 62,170.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38B-62,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
261,CO-RF-FR-R38B-62,LL Road Frame - Black- 62,205.0,R,2013-07-01,,CO_RF,FR-R38B-62,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
262,CO-RF-FR-R38R-44,LL Road Frame - Red- 44,181.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38R-44,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
263,CO-RF-FR-R38R-44,LL Road Frame - Red- 44,187.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38R-44,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
264,CO-RF-FR-R38R-48,LL Road Frame - Red- 48,181.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38R-48,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
265,CO-RF-FR-R38R-48,LL Road Frame - Red- 48,187.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38R-48,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
266,CO-RF-FR-R38R-52,LL Road Frame - Red- 52,181.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38R-52,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
267,CO-RF-FR-R38R-52,LL Road Frame - Red- 52,187.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38R-52,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
268,CO-RF-FR-R38R-58,LL Road Frame - Red- 58,181.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38R-58,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
269,CO-RF-FR-R38R-58,LL Road Frame - Red- 58,187.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38R-58,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
270,CO-RF-FR-R38R-60,LL Road Frame - Red- 60,181.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38R-60,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
271,CO-RF-FR-R38R-60,LL Road Frame - Red- 60,187.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38R-60,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
272,CO-RF-FR-R38R-62,LL Road Frame - Red- 62,181.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38R-62,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
273,CO-RF-FR-R38R-62,LL Road Frame - Red- 62,187.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38R-62,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
274,CO-RF-FR-R72R-44,ML Road Frame - Red- 44,352.0,R,2011-07-01,2007-12-28,CO_RF,FR-R72R-44,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
275,CO-RF-FR-R72R-48,ML Road Frame - Red- 48,352.0,R,2011-07-01,2007-12-28,CO_RF,FR-R72R-48,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
276,CO-RF-FR-R72R-52,ML Road Frame - Red- 52,352.0,R,2011-07-01,2007-12-28,CO_RF,FR-R72R-52,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
277,CO-RF-FR-R72R-58,ML Road Frame - Red- 58,352.0,R,2011-07-01,2007-12-28,CO_RF,FR-R72R-58,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
278,CO-RF-FR-R72R-60,ML Road Frame - Red- 60,352.0,R,2011-07-01,2007-12-28,CO_RF,FR-R72R-60,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
279,CO-RF-FR-R38B-44,LL Road Frame - Black- 44,176.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38B-44,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
280,CO-RF-FR-R38B-44,LL Road Frame - Black- 44,170.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38B-44,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
281,CO-RF-FR-R38B-44,LL Road Frame - Black- 44,205.0,R,2013-07-01,,CO_RF,FR-R38B-44,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
282,CO-RF-FR-R38B-48,LL Road Frame - Black- 48,176.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38B-48,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
283,CO-RF-FR-R38B-48,LL Road Frame - Black- 48,170.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38B-48,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
284,CO-RF-FR-R38B-48,LL Road Frame - Black- 48,205.0,R,2013-07-01,,CO_RF,FR-R38B-48,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
285,CO-RF-FR-R38B-52,LL Road Frame - Black- 52,176.0,R,2011-07-01,2007-12-28,CO_RF,FR-R38B-52,False,2011-07-01,2007-12-28,CO_RF,Components,Road Frames,Yes
286,CO-RF-FR-R38B-52,LL Road Frame - Black- 52,170.0,R,2012-07-01,2008-12-27,CO_RF,FR-R38B-52,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
287,CO-RF-FR-R38B-52,LL Road Frame - Black- 52,205.0,R,2013-07-01,,CO_RF,FR-R38B-52,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
288,CO-MF-FR-M94S-42,HL Mountain Frame - Silver- 42,624.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94S-42,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
289,CO-MF-FR-M94S-42,HL Mountain Frame - Silver- 42,661.0,M,2012-07-01,2008-12-27,CO_MF,FR-M94S-42,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
290,CO-MF-FR-M94S-42,HL Mountain Frame - Silver- 42,747.0,M,2013-07-01,,CO_MF,FR-M94S-42,True,2013-07-01,9999-12-31,CO_MF,Components,Mountain Frames,Yes
291,CO-MF-FR-M94S-44,HL Mountain Frame - Silver- 44,707.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94S-44,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
292,CO-MF-FR-M94S-52,HL Mountain Frame - Silver- 48,707.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94S-52,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
293,CO-MF-FR-M94S-46,HL Mountain Frame - Silver- 46,624.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94S-46,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
294,CO-MF-FR-M94S-46,HL Mountain Frame - Silver- 46,661.0,M,2012-07-01,2008-12-27,CO_MF,FR-M94S-46,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
295,CO-MF-FR-M94S-46,HL Mountain Frame - Silver- 46,747.0,M,2013-07-01,,CO_MF,FR-M94S-46,True,2013-07-01,9999-12-31,CO_MF,Components,Mountain Frames,Yes
296,CO-MF-FR-M94B-42,HL Mountain Frame - Black- 42,617.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94B-42,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
297,CO-MF-FR-M94B-42,HL Mountain Frame - Black- 42,654.0,M,2012-07-01,2008-12-27,CO_MF,FR-M94B-42,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
298,CO-MF-FR-M94B-42,HL Mountain Frame - Black- 42,739.0,M,2013-07-01,,CO_MF,FR-M94B-42,True,2013-07-01,9999-12-31,CO_MF,Components,Mountain Frames,Yes
299,CO-MF-FR-M94B-44,HL Mountain Frame - Black- 44,699.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94B-44,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
300,CO-MF-FR-M94B-48,HL Mountain Frame - Black- 48,699.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94B-48,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
301,CO-MF-FR-M94B-46,HL Mountain Frame - Black- 46,617.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94B-46,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
302,CO-MF-FR-M94B-46,HL Mountain Frame - Black- 46,654.0,M,2012-07-01,2008-12-27,CO_MF,FR-M94B-46,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
303,CO-MF-FR-M94B-46,HL Mountain Frame - Black- 46,739.0,M,2013-07-01,,CO_MF,FR-M94B-46,True,2013-07-01,9999-12-31,CO_MF,Components,Mountain Frames,Yes
304,CO-MF-FR-M94B-38,HL Mountain Frame - Black- 38,617.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94B-38,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
305,CO-MF-FR-M94B-38,HL Mountain Frame - Black- 38,654.0,M,2012-07-01,2008-12-27,CO_MF,FR-M94B-38,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
306,CO-MF-FR-M94B-38,HL Mountain Frame - Black- 38,739.0,M,2013-07-01,,CO_MF,FR-M94B-38,True,2013-07-01,9999-12-31,CO_MF,Components,Mountain Frames,Yes
307,CO-MF-FR-M94S-38,HL Mountain Frame - Silver- 38,624.0,M,2011-07-01,2007-12-28,CO_MF,FR-M94S-38,False,2011-07-01,2007-12-28,CO_MF,Components,Mountain Frames,Yes
308,CO-MF-FR-M94S-38,HL Mountain Frame - Silver- 38,661.0,M,2012-07-01,2008-12-27,CO_MF,FR-M94S-38,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
309,CO-MF-FR-M94S-38,HL Mountain Frame - Silver- 38,747.0,M,2013-07-01,,CO_MF,FR-M94S-38,True,2013-07-01,9999-12-31,CO_MF,Components,Mountain Frames,Yes
310,BI-RB-BK-R93R-62,Road-150 Red- 62,2171.0,R,2011-07-01,2007-12-28,BI_RB,BK-R93R-62,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
311,BI-RB-BK-R93R-44,Road-150 Red- 44,2171.0,R,2011-07-01,2007-12-28,BI_RB,BK-R93R-44,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
312,BI-RB-BK-R93R-48,Road-150 Red- 48,2171.0,R,2011-07-01,2007-12-28,BI_RB,BK-R93R-48,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
313,BI-RB-BK-R93R-52,Road-150 Red- 52,2171.0,R,2011-07-01,2007-12-28,BI_RB,BK-R93R-52,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
314,BI-RB-BK-R93R-56,Road-150 Red- 56,2171.0,R,2011-07-01,2007-12-28,BI_RB,BK-R93R-56,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
315,BI-RB-BK-R68R-58,Road-450 Red- 58,885.0,R,2011-07-01,2007-12-28,BI_RB,BK-R68R-58,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
316,BI-RB-BK-R68R-60,Road-450 Red- 60,885.0,R,2011-07-01,2007-12-28,BI_RB,BK-R68R-60,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
317,BI-RB-BK-R68R-44,Road-450 Red- 44,885.0,R,2011-07-01,2007-12-28,BI_RB,BK-R68R-44,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
318,BI-RB-BK-R68R-48,Road-450 Red- 48,885.0,R,2011-07-01,2007-12-28,BI_RB,BK-R68R-48,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
319,BI-RB-BK-R68R-52,Road-450 Red- 52,885.0,R,2011-07-01,2007-12-28,BI_RB,BK-R68R-52,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
320,BI-RB-BK-R50R-58,Road-650 Red- 58,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50R-58,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
321,BI-RB-BK-R50R-58,Road-650 Red- 58,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50R-58,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
322,BI-RB-BK-R50R-60,Road-650 Red- 60,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50R-60,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
323,BI-RB-BK-R50R-60,Road-650 Red- 60,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50R-60,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
324,BI-RB-BK-R50R-62,Road-650 Red- 62,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50R-62,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
325,BI-RB-BK-R50R-62,Road-650 Red- 62,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50R-62,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
326,BI-RB-BK-R50R-44,Road-650 Red- 44,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50R-44,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
327,BI-RB-BK-R50R-44,Road-650 Red- 44,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50R-44,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
328,BI-RB-BK-R50R-48,Road-650 Red- 48,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50R-48,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
329,BI-RB-BK-R50R-48,Road-650 Red- 48,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50R-48,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
330,BI-RB-BK-R50R-52,Road-650 Red- 52,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50R-52,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
331,BI-RB-BK-R50R-52,Road-650 Red- 52,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50R-52,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
332,BI-RB-BK-R50B-58,Road-650 Black- 58,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50B-58,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
333,BI-RB-BK-R50B-58,Road-650 Black- 58,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50B-58,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
334,BI-RB-BK-R50B-60,Road-650 Black- 60,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50B-60,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
335,BI-RB-BK-R50B-60,Road-650 Black- 60,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50B-60,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
336,BI-RB-BK-R50B-62,Road-650 Black- 62,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50B-62,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
337,BI-RB-BK-R50B-62,Road-650 Black- 62,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50B-62,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
338,BI-RB-BK-R50B-44,Road-650 Black- 44,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50B-44,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
339,BI-RB-BK-R50B-44,Road-650 Black- 44,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50B-44,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
340,BI-RB-BK-R50B-48,Road-650 Black- 48,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50B-48,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
341,BI-RB-BK-R50B-48,Road-650 Black- 48,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50B-48,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
342,BI-RB-BK-R50B-52,Road-650 Black- 52,413.0,R,2011-07-01,2007-12-28,BI_RB,BK-R50B-52,False,2011-07-01,2007-12-28,BI_RB,Bikes,Road Bikes,Yes
343,BI-RB-BK-R50B-52,Road-650 Black- 52,487.0,R,2012-07-01,2008-12-27,BI_RB,BK-R50B-52,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
344,BI-MB-BK-M82S-38,Mountain-100 Silver- 38,1912.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82S-38,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
345,BI-MB-BK-M82S-42,Mountain-100 Silver- 42,1912.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82S-42,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
346,BI-MB-BK-M82S-44,Mountain-100 Silver- 44,1912.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82S-44,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
